,player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,porpag,adjoe,pfr,year,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),draft_status,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,nba team,ROUND NUMBER,ROUND PICK,OVERALL PICK
100,Tobias Harris,Tennessee,SEC,34,72.5,109.5,25.9,48.9,53.96,7.5,20.6,10.4,14.3,128,170,0.753,162,326,0.497,23,76,0.303,3.4,1.4,42.3,Fr,6-08,3.86035,123.298,2.8,2011,all,99.0,0.7096792,95.0,143.0,67.0,183.0,0.6643,0.3661,21.0,23.0,0.913,Drafted,97.8243,91.867,3.5272,197.759,4.80112,2.71068,2.09044,6.7151,29.2059,5.33543,1.37966,1.9706,5.2941,7.2647,1.2941,0.7059,0.8529,15.3235,Charlotte Bobcats,1,19,19
101,Brandon Knight,Kentucky,SEC,38,89.4,107.8,26.7,50.8,55.28,2.2,10.2,23.4,19.8,136,171,0.795,130,282,0.461,87,231,0.377,0.6,1.1,33.3,Fr,6-03,4.73173,123.069,2.4,2011,all,99.2,1.32499436,65.0,117.0,65.0,165.0,0.5556,0.3939,5.0,6.0,0.8333,Drafted,100.305,94.5951,4.01095,204.602,4.48048,4.60756,-0.127072,4.58458,35.8684,4.36431,0.220269,0.6579,3.3684,4.0263,4.1842,0.6579,0.2105,17.2895,Detroit Pistons,1,8,8
102,Kyrie Irving,Duke,ACC,11,20.5,130.5,27.2,61.5,69.7,2.3,10.6,29.8,18.6,64,71,0.901,37,65,0.569,18,39,0.462,1.8,3.0,68.3,Fr,6-02,6.12884,149.048,3.0,2011,all,99.8,1.74076183,26.0,39.0,11.0,26.0,0.6667,0.4231,0.0,0.0,,Drafted,91.7011,87.1588,3.80115,61.4034,12.1928,9.40502,2.78781,13.8646,27.5455,9.48637,4.37825,0.5455,2.8182,3.3636,4.2727,1.4545,0.5455,17.4545,Cleveland Cavaliers,1,1,1
103,Robert Sacre,Gonzaga,WCC,33,65.4,111.7,22.9,51.1,59.52,9.9,18.1,5.7,18.1,150,197,0.761,117,227,0.515,0,2,0.0,5.8,0.8,86.0,Sr,7-01,2.95167,116.848,3.3,2012,all,65.2,0.400011,53.0,80.0,64.0,147.0,0.6625,0.4354,22.0,24.0,0.9167,Drafted,93.459,91.1277,3.19885,171.815,4.18106,1.17504,3.00602,4.01842,26.2727,2.24699,1.77144,2.0303,4.2727,6.303,0.7273,0.3636,1.4242,11.6364,Los Angeles Lakers,2,30,60
104,Mike Scott,Virginia,ACC,32,77.7,115.0,29.8,57.1,62.0,9.7,24.0,10.7,14.8,139,172,0.808,209,362,0.577,6,20,0.3,1.8,1.4,45.0,Sr,6-08,5.25359,133.035,2.2,2012,all,26.8,0.55220175,73.0,101.0,136.0,260.0,0.7228,0.5231,10.0,11.0,0.9091,Drafted,86.3756,83.8789,4.58281,193.92,5.98597,3.33859,2.64738,9.68678,31.2188,7.31393,2.37285,2.1875,6.0938,8.2812,1.1562,0.6562,0.4688,17.9688,Atlanta Hawks,2,13,43
105,Festus Ezeli,Vanderbilt,SEC,26,41.4,99.2,25.7,53.9,56.7,13.0,17.4,2.9,22.7,84,139,0.604,89,165,0.539,0,0,0.0,9.0,1.1,84.2,Sr,6-11,2.31139,113.208,5.4,2012,all,77.0,0.13793259,78.0,106.0,11.0,59.0,0.7358,0.1864,31.0,32.0,0.9688,Drafted,94.3157,88.3681,3.04194,125.658,3.13961,-0.768399,3.90801,2.71148,23.1923,-0.116285,2.82777,2.3846,3.5385,5.9231,0.3077,0.4231,2.0,10.0769,Golden State Warriors,1,30,30
106,Kevin Murphy,Tennessee Tech,OVC,31,85.8,102.1,30.5,51.3,54.3,3.1,15.6,17.0,18.6,113,159,0.711,148,330,0.448,76,181,0.42,0.7,1.4,31.1,Sr,6-06,3.4083,112.955,2.5,2012,all,41.6,0.69232142,60.0,93.0,88.0,237.0,0.6452,0.3713,20.0,21.0,0.9524,Drafted,104.766,105.379,2.49845,185.739,-0.706088,1.02354,-1.72962,1.04973,34.6129,3.12807,-2.07835,0.871,4.4516,5.3226,2.3226,0.8065,0.2258,20.5484,Utah Jazz,2,17,47
107,Kris Joseph,Syracuse,BE,37,80.3,110.6,21.3,48.6,53.38,5.5,10.8,8.7,13.2,117,157,0.745,113,242,0.467,51,148,0.345,2.2,2.6,40.3,Sr,6-07,3.74468,117.959,2.1,2012,all,88.6,1.01816344,79.0,112.0,34.0,130.0,0.7054,0.2615,25.0,28.0,0.8929,Drafted,95.3043,90.5505,3.98841,206.146,5.58127,4.05379,1.52748,5.36668,32.2162,3.98569,1.38099,1.5135,3.1892,4.7027,1.5135,1.3514,0.6216,13.4054,Boston Celtics,2,21,51
108,Marcus Denmon,Missouri,B12,35,86.3,126.9,22.0,57.4,62.07,3.9,13.8,11.5,9.3,120,134,0.896,101,192,0.526,99,243,0.407,0.1,2.7,30.8,Sr,6-03,6.02077,134.633,1.1,2012,all,76.4,1.80493435,79.0,123.0,22.0,69.0,0.6423,0.3188,6.0,7.0,0.8571,Drafted,99.9317,96.8762,3.52884,216.003,8.64862,8.47946,0.169159,9.21221,34.6286,8.58587,0.626344,1.0,4.0286,5.0286,2.1143,1.5429,0.0286,17.6857,San Antonio Spurs,2,29,59
109,Tyler Zeller,North Carolina,ACC,38,70.2,121.2,24.4,55.3,61.56,14.1,20.2,6.3,15.3,181,224,0.808,220,398,0.553,0,0,0.0,5.3,1.7,56.3,Sr,7-01,4.78484,133.481,3.8,2012,all,97.0,0.49315494,89.0,131.0,131.0,267.0,0.6794,0.4906,32.0,34.0,0.9412,Drafted,88.5932,84.3171,4.09334,257.763,10.0044,5.44846,4.55591,9.91323,28.1579,6.60917,3.30406,3.8421,5.7632,9.6053,0.9474,0.8947,1.5263,16.3421,Dallas Mavericks,1,17,17
110,Darius Miller,Kentucky,SEC,40,65.2,117.9,18.6,56.6,59.29,4.3,7.3,14.3,17.8,55,69,0.797,87,153,0.569,56,149,0.376,1.2,1.9,22.8,Sr,6-08,3.36832,121.576,3.3,2012,all,83.8,1.41379302,36.0,49.0,51.0,104.0,0.7347,0.4904,9.0,10.0,0.9,Drafted,96.5786,91.8848,3.11829,159.011,7.40894,6.30998,1.09896,6.83073,26.075,4.49389,2.33683,0.9,1.85,2.75,2.05,0.825,0.325,9.925,New Orleans Hornets,2,16,46
111,Andrew Nicholson,St. Bonaventure,A10,32,74.3,116.7,28.1,60.1,63.77,11.2,22.8,9.4,18.1,128,165,0.776,197,332,0.593,23,53,0.434,7.3,1.3,42.9,Sr,6-09,4.86049,131.488,3.7,2012,all,10.6,0.41248002,109.0,151.0,88.0,181.0,0.7219,0.4862,33.0,36.0,0.9167,Drafted,93.7441,91.5303,3.59007,207.66,8.05175,4.51105,3.54069,9.51839,30.0625,7.33232,2.18607,2.5938,5.8125,8.4062,1.0312,0.6562,1.9688,18.4688,Orlando Magic,1,19,19
112,Jeffery Taylor,Vanderbilt,SEC,36,79.5,111.6,25.6,57.0,58.03,8.4,12.1,12.6,16.1,95,157,0.605,144,270,0.533,66,156,0.423,1.4,2.4,36.9,Sr,6-07,4.51338,125.241,2.3,2012,all,90.6,0.78481589,110.0,162.0,34.0,108.0,0.679,0.3148,24.0,24.0,1.0,Drafted,98.1097,92.6213,3.72256,208.04,8.41556,6.21256,2.20301,7.53626,32.1389,6.08077,1.45549,2.1389,3.4167,5.5556,1.7222,1.2778,0.4444,16.1389,Charlotte Bobcats,2,1,31
113,Miles Plumlee,Duke,ACC,34,50.9,117.3,17.6,61.0,62.05,16.6,22.7,5.1,20.0,48,76,0.632,89,146,0.61,0,0,0.0,4.2,1.5,52.1,Sr,6-10,2.45494,119.113,4.5,2012,all,89.8,0.42855988,65.0,91.0,24.0,55.0,0.7143,0.4364,26.0,31.0,0.8387,Drafted,94.9681,89.8214,2.5794,152.76,6.31222,3.27953,3.03269,5.34687,20.5,3.67006,1.67681,2.9118,4.2059,7.1176,0.5294,0.5294,0.9412,6.6471,Indiana Pacers,1,26,26
114,Quincy Acy,Baylor,B12,37,74.6,116.7,19.2,57.1,62.87,10.7,18.6,6.5,19.9,132,170,0.776,145,257,0.564,3,5,0.6,6.5,1.8,64.9,Sr,6-07,3.73017,120.367,4.2,2012,all,60.8,0.52113189,109.0,149.0,36.0,108.0,0.7315,0.3333,62.0,69.0,0.8986,Drafted,94.3303,89.5366,3.81235,233.362,8.23581,3.55773,4.67808,5.96114,29.9459,3.12705,2.83409,2.5946,4.8649,7.4595,1.0,0.9189,1.8108,11.6486,Toronto Raptors,2,7,37
115,Kim English,Missouri,B12,35,83.6,120.8,18.9,64.0,65.84,3.4,11.9,8.6,16.0,87,120,0.725,93,158,0.589,78,170,0.459,0.9,2.3,36.6,Sr,6-06,4.48006,122.944,2.8,2012,all,74.8,0.94916057,53.0,69.0,40.0,89.0,0.7681,0.4494,0.0,1.0,0.0,Drafted,100.87,97.7854,3.31557,201.059,7.17425,6.4108,0.763449,6.17018,33.5714,5.52157,0.648612,0.8571,3.3714,4.2286,1.6,1.2857,0.2857,14.4857,Detroit Pistons,2,14,44
116,John Henson,North Carolina,ACC,35,66.8,107.4,21.9,50.0,50.51,9.1,25.1,8.0,11.0,69,135,0.511,205,410,0.5,0,0,0.0,9.6,1.1,32.9,Jr,6-11,3.01983,114.347,2.2,2012,all,99.2,0.97775533,83.0,115.0,122.0,295.0,0.7217,0.4136,55.0,57.0,0.9649,Drafted,85.5966,81.493,4.51549,270.434,9.29592,1.93911,7.35681,8.4478,29.1143,3.96186,4.48594,2.5429,7.4,9.9429,1.2571,0.5714,2.8857,13.6857,Milwaukee Bucks,1,14,14
117,Darius Johnson-Odom,Marquette,BE,34,80.0,109.3,25.4,52.9,56.8,2.3,9.2,17.7,15.9,126,165,0.764,133,270,0.493,77,200,0.385,0.4,1.6,35.1,Sr,6-02,4.50725,123.78,2.4,2012,all,,1.16252286,76.0,127.0,57.0,143.0,0.5984,0.3986,10.0,15.0,0.6667,Drafted,97.9151,93.5461,3.74952,184.361,4.39742,4.16709,0.230332,5.9902,32.9412,4.95454,1.03566,0.6471,2.8529,3.5,2.7353,0.9412,0.1176,18.3235,Dallas Mavericks,2,25,55
118,John Jenkins,Vanderbilt,SEC,35,80.9,126.4,23.6,62.0,65.58,1.7,8.2,8.4,12.0,128,153,0.837,83,153,0.542,134,305,0.439,1.0,1.5,33.4,Jr,6-03,6.27491,138.698,1.4,2012,all,95.4,0.76365026,47.0,64.0,36.0,89.0,0.7344,0.4045,1.0,1.0,1.0,Drafted,102.238,96.4593,3.45085,175.039,8.45478,8.36461,0.090178,11.3378,33.6286,10.1899,1.14788,0.4571,2.4286,2.8857,1.2,0.8286,0.3143,19.8857,Atlanta Hawks,1,23,23
119,Khris Middleton,Texas A&M,B12,19,44.3,96.0,28.6,45.1,48.32,5.7,15.8,19.0,16.5,39,52,0.75,77,160,0.481,19,74,0.257,1.1,2.1,22.2,Jr,6-07,2.62152,110.524,2.7,2012,all,79.8,1.0,24.0,39.0,53.0,121.0,0.6154,0.438,2.0,3.0,0.6667,Drafted,96.8178,90.5318,3.58719,98.5027,3.92283,2.03078,1.89205,5.42874,29.0526,3.89037,1.53836,1.3684,3.7368,5.1053,2.1579,0.9474,0.2632,13.1579,Detroit Pistons,2,9,39
120,Tyshawn Taylor,Kansas,B12,39,83.3,104.5,27.5,53.8,56.9,0.7,6.9,29.7,22.7,137,199,0.688,168,322,0.522,58,152,0.382,0.5,2.4,42.0,Sr,6-03,4.24976,121.123,2.4,2012,all,87.2,1.34780267,88.0,145.0,78.0,171.0,0.6069,0.4561,15.0,15.0,1.0,Drafted,96.1796,90.2504,4.17163,209.047,3.99496,3.42428,0.570678,6.03628,33.4103,4.50147,1.5348,0.2051,2.1282,2.3333,4.7692,1.3333,0.1538,16.5897,Portland Trail Blazers,2,11,41
121,Thomas Robinson,Kansas,B12,39,79.2,106.7,29.4,51.2,54.87,11.1,30.7,13.1,16.8,163,239,0.682,254,503,0.505,7,14,0.5,2.9,2.0,46.2,Jr,6-09,4.63034,126.452,3.5,2012,all,94.6,0.69231637,169.0,262.0,80.0,229.0,0.645,0.3493,70.0,83.0,0.8434,Drafted,84.1211,78.9353,5.21431,313.096,6.34106,2.2429,4.09816,7.56676,31.7949,4.77229,2.79446,2.8974,8.9744,11.8718,1.8462,1.0769,0.8718,17.7436,Sacramento Kings,1,5,5
122,Fab Melo,Syracuse,BE,30,51.4,110.3,17.1,56.6,58.06,12.3,13.5,5.0,20.0,38,60,0.633,98,173,0.566,0,0,0.0,13.0,1.2,34.7,So,7-01,2.25618,110.02,4.5,2012,all,97.4,0.48838344,78.0,108.0,20.0,65.0,0.7222,0.3077,45.0,51.0,0.8824,Drafted,92.5235,88.6898,3.30974,147.639,8.90408,1.68978,7.2143,4.24865,25.4333,0.659482,3.58917,2.6667,3.1667,5.8333,0.7,0.5,2.9333,7.8,Boston Celtics,1,22,22
123,Dion Waiters,Syracuse,BE,37,60.0,115.9,25.4,53.4,56.53,2.4,8.2,21.2,12.9,86,118,0.729,129,244,0.529,41,113,0.363,1.5,4.6,33.1,So,6-04,3.80116,129.992,3.1,2012,all,96.0,1.91667314,90.0,144.0,39.0,100.0,0.625,0.39,26.0,29.0,0.8966,Drafted,92.5144,87.8998,3.20202,172.467,8.0106,6.20125,1.80935,9.86572,24.0811,5.86491,4.00081,0.4865,1.8108,2.2973,2.4865,1.8108,0.3243,12.6216,Cleveland Cavaliers,1,4,4
124,Doron Lamb,Kentucky,SEC,40,78.1,127.4,18.1,57.7,62.42,1.5,7.7,8.8,11.6,123,149,0.826,99,206,0.481,76,163,0.466,0.2,0.9,40.4,So,6-04,4.9904,130.406,2.3,2012,all,95.4,1.36363633,52.0,79.0,47.0,127.0,0.6582,0.3701,0.0,0.0,,Drafted,99.2084,94.3869,3.46308,165.412,6.18418,6.58249,-0.398314,6.27721,31.225,5.20639,1.07082,0.375,2.325,2.7,1.5,0.475,0.05,13.725,Milwaukee Bucks,2,12,42
125,Terrence Jones,Kentucky,SEC,38,69.6,111.9,22.3,52.3,54.66,10.8,16.3,8.7,14.9,99,158,0.627,161,305,0.528,16,49,0.327,5.8,2.7,44.6,So,6-09,3.80976,121.8,3.3,2012,all,98.4,0.82256681,123.0,167.0,38.0,138.0,0.7365,0.2754,58.0,62.0,0.9355,Drafted,87.6108,83.155,4.39391,245.885,9.92667,5.05142,4.87525,9.17559,29.3158,5.02827,4.14732,2.5263,4.6316,7.1579,1.3421,1.2895,1.7895,12.3421,Houston Rockets,1,18,18
126,Jae Crowder,Marquette,BE,35,82.4,122.3,22.0,56.8,59.85,7.0,20.5,13.5,9.8,119,162,0.735,156,259,0.602,61,177,0.345,3.1,4.3,37.2,Sr,6-06,5.48984,132.374,3.2,2012,all,,1.65913615,128.0,171.0,28.0,88.0,0.7485,0.3182,8.0,8.0,1.0,Drafted,84.8446,81.1209,5.17007,311.979,13.2884,7.37385,5.91459,13.0841,32.9429,7.96643,5.1177,2.0,6.4,8.4,2.0857,2.5143,1.0,17.5429,Cleveland Cavaliers,2,4,34
127,Kendall Marshall,North Carolina,ACC,36,77.9,113.3,17.1,52.9,55.8,0.5,7.3,45.1,27.2,55,79,0.696,77,146,0.527,28,79,0.354,0.5,2.0,35.1,So,6-04,3.24086,112.651,1.9,2012,all,94.8,3.47519256,35.0,53.0,42.0,93.0,0.6604,0.4516,0.0,0.0,,Drafted,96.8536,92.3192,3.89671,205.986,4.08958,4.03505,0.0545312,5.85357,33.0,3.6269,2.22666,0.1667,2.4444,2.6111,9.75,1.1944,0.1667,8.1389,Phoenix Suns,1,13,13
128,Meyers Leonard,Illinois,B10,32,78.6,112.5,22.0,58.6,61.77,9.1,23.5,9.9,18.7,93,127,0.732,169,280,0.604,1,11,0.091,6.9,0.9,43.6,So,7-01,3.80973,119.265,3.7,2012,all,94.2,0.63237645,109.0,144.0,60.0,136.0,0.7569,0.4412,51.0,56.0,0.9107,Drafted,94.6348,88.2181,4.16046,210.3,6.54568,1.57784,4.96784,6.26746,31.8125,3.03494,3.23251,2.2812,5.9062,8.1875,1.3438,0.4688,1.875,13.5625,Portland Trail Blazers,1,11,11
129,Jeremy Lamb,Connecticut,BE,34,92.1,115.4,22.2,55.6,58.95,3.0,11.1,10.1,15.0,98,121,0.81,146,243,0.601,71,211,0.336,1.7,2.1,26.7,So,6-05,5.10145,124.267,1.8,2012,all,83.0,0.85294998,67.0,85.0,79.0,158.0,0.7882,0.5,23.0,24.0,0.9583,Drafted,101.528,96.2073,3.85197,207.755,6.13466,5.05687,1.07779,7.13317,37.2353,5.58128,1.55189,0.9412,3.9412,4.8824,1.7059,1.2353,0.6176,17.7353,Houston Rockets,1,12,12
130,Perry Jones III,Baylor,B12,32,66.6,110.6,22.6,51.0,53.61,10.8,18.6,8.8,14.4,71,102,0.696,169,328,0.515,10,33,0.303,2.1,1.7,28.3,So,6-11,3.86615,120.539,3.1,2012,all,98.8,0.75922966,92.0,132.0,77.0,196.0,0.697,0.3929,41.0,44.0,0.9318,Drafted,96.8961,90.4005,3.84024,188.837,4.93194,3.43733,1.4946,4.25016,30.9062,3.49204,0.758121,2.6875,5.0312,7.7188,1.2812,0.875,0.5938,13.7188,Oklahoma City Thunder,1,28,28
131,Terrence Ross,Washington,P12,35,77.2,111.9,23.3,53.4,55.77,4.7,17.6,9.2,15.5,72,94,0.766,143,276,0.518,72,194,0.371,3.0,2.3,20.0,So,6-06,3.77753,119.619,3.6,2012,all,93.8,0.69999999,60.0,87.0,83.0,189.0,0.6897,0.4392,22.0,28.0,0.7857,Drafted,95.3759,92.0641,3.67196,235.384,5.77755,3.37502,2.40253,7.31254,31.0857,4.99144,2.32109,1.3714,5.0571,6.4286,1.4,1.2571,0.9429,16.4,Toronto Raptors,1,8,8
132,Harrison Barnes,North Carolina,ACC,38,72.9,108.2,26.0,48.7,52.8,6.9,11.0,7.2,14.0,141,195,0.723,180,384,0.469,49,137,0.358,1.1,2.0,37.4,So,6-08,3.73661,121.301,2.4,2012,all,100.0,0.58108249,66.0,90.0,113.0,293.0,0.7333,0.3857,34.0,34.0,1.0,Drafted,94.6442,90.076,3.66786,212.697,5.538,4.02998,1.50802,6.00117,29.2368,4.32657,1.6746,1.9474,3.2632,5.2105,1.1316,1.0789,0.3421,17.0526,Golden State Warriors,1,7,7
133,Will Barton,Memphis,CUSA,35,87.3,116.3,25.4,55.0,58.75,7.6,18.5,17.3,14.2,134,179,0.749,193,345,0.559,37,107,0.346,2.1,2.4,39.6,So,6-06,5.44022,129.22,2.4,2012,all,97.6,1.34663307,133.0,188.0,60.0,157.0,0.7074,0.3822,41.0,45.0,0.9111,Drafted,91.0706,88.4891,4.59015,254.624,9.36629,6.08935,3.27694,9.02343,35.3143,6.72944,2.29398,2.0,5.9714,7.9714,2.8857,1.4286,0.7143,18.0286,Portland Trail Blazers,2,10,40
134,Andre Drummond,Connecticut,BE,34,70.3,100.7,20.8,53.8,50.93,14.2,15.5,3.4,16.0,26,88,0.295,157,290,0.541,0,2,0.0,9.9,1.8,30.1,Fr,6-10,2.16691,106.547,3.1,2012,all,83.4,0.28847914,130.0,185.0,27.0,105.0,0.7027,0.2571,80.0,89.0,0.8989,Drafted,95.5401,90.5331,3.4961,200.006,5.56709,0.789686,4.7774,4.32984,28.4412,1.78075,2.5491,3.3529,4.2059,7.5588,0.4412,0.8235,2.7059,10.0,Detroit Pistons,1,9,9
135,Robbie Hummel,Purdue,B10,35,80.6,117.5,24.8,49.5,54.05,5.5,21.7,12.6,7.1,113,137,0.825,122,277,0.44,72,188,0.383,4.2,1.3,29.5,Sr,6-08,5.09215,129.882,2.6,2012,all,88.4,2.06245208,17.0,27.0,105.0,250.0,0.6296,0.42,0.0,0.0,,Drafted,99.9434,94.0057,3.61701,212.965,7.60093,5.92469,1.67624,8.82257,32.2286,7.74869,1.07387,1.5714,5.6,7.1714,1.8857,0.6571,1.2,16.3714,Minnesota Timberwolves,2,28,58
136,Tony Wroten,Washington,P12,35,75.3,95.7,32.1,45.3,48.83,8.0,9.8,24.5,21.8,154,264,0.583,189,391,0.483,9,56,0.161,1.2,3.5,59.1,Fr,6-05,2.94965,112.563,3.5,2012,all,96.4,0.98485972,134.0,232.0,55.0,159.0,0.5776,0.3459,17.0,20.0,0.85,Drafted,97.047,93.6772,3.41557,215.125,4.17926,1.85641,2.32285,4.00112,30.3429,2.30166,1.69946,2.2857,2.7429,5.0286,3.7143,1.8857,0.3714,15.9714,Memphis Grizzlies,1,25,25
137,Austin Rivers,Duke,ACC,34,82.4,104.8,24.0,50.5,53.84,2.2,9.2,13.0,17.0,121,184,0.658,116,243,0.477,58,159,0.365,0.1,1.7,45.8,Fr,6-04,3.59641,115.79,2.7,2012,all,99.8,0.89873044,82.0,141.0,34.0,102.0,0.5816,0.3333,3.0,3.0,1.0,Drafted,102.8,97.2284,3.33088,176.149,2.9406,2.9932,-0.0526018,3.075,33.2059,2.7958,0.279199,0.6176,2.7647,3.3824,2.0882,0.9706,0.0294,15.5,New Orleans Hornets,1,10,10
138,Bradley Beal,Florida,SEC,37,84.7,112.3,22.4,52.5,57.45,4.8,18.1,12.7,17.0,133,173,0.769,112,207,0.541,63,186,0.339,2.6,2.5,44.0,Fr,6-03,4.50413,122.639,2.4,2012,all,99.4,1.05063003,89.0,137.0,23.0,70.0,0.6496,0.3286,18.0,20.0,0.9,Drafted,95.4954,92.1814,4.01915,257.355,8.02626,5.01541,3.01084,7.56367,34.2432,5.27745,2.28623,1.3514,5.3784,6.7297,2.2432,1.3784,0.8378,14.7568,Washington Wizards,1,3,3
139,Michael Kidd-Gilchrist,Kentucky,SEC,40,77.8,111.8,21.3,51.1,57.05,10.3,16.1,10.8,19.6,143,192,0.745,147,275,0.535,13,51,0.255,2.8,1.9,58.9,Fr,6-07,3.81007,119.626,3.1,2012,all,99.6,0.86206898,100.0,143.0,47.0,132.0,0.6993,0.3561,34.0,36.0,0.9444,Drafted,90.971,86.5498,4.29842,242.953,8.18856,5.00434,3.18423,6.73574,31.125,3.86278,2.87296,2.575,4.85,7.425,1.875,0.975,0.925,11.9,Charlotte Bobcats,1,2,2
140,Anthony Davis,Kentucky,SEC,40,80.1,133.8,19.1,62.8,65.41,11.6,23.9,7.5,10.0,144,203,0.709,207,317,0.653,3,20,0.15,13.7,2.5,60.2,Fr,6-10,6.07485,139.015,2.4,2012,all,100.0,1.21951222,152.0,174.0,55.0,143.0,0.8736,0.3846,96.0,98.0,0.9796,Drafted,79.63,75.7599,5.62176,360.572,17.668,7.54963,10.1184,16.6573,32.025,9.09614,7.56117,2.975,7.4,10.375,1.25,1.35,4.65,14.175,New Orleans Hornets,1,1,1
141,Marquis Teague,Kentucky,SEC,40,81.4,99.8,21.0,44.9,49.08,1.6,6.7,25.5,23.8,85,119,0.714,119,272,0.438,26,80,0.325,0.8,1.7,33.8,Fr,6-02,2.48876,106.366,2.8,2012,all,99.0,1.75229367,86.0,155.0,33.0,117.0,0.5548,0.2821,7.0,7.0,1.0,Drafted,97.6421,92.8966,3.78126,188.101,2.43779,2.24767,0.190118,1.21593,32.575,0.654154,0.561773,0.425,2.1,2.525,4.775,0.925,0.275,10.025,Chicago Bulls,1,29,29
142,Quincy Miller,Baylor,B12,36,59.3,107.8,23.3,48.9,54.44,7.6,16.0,11.3,18.6,92,112,0.821,113,238,0.475,24,67,0.358,2.7,1.6,36.7,Fr,6-09,2.78875,117.34,3.1,2012,all,99.2,0.76560917,52.0,82.0,61.0,156.0,0.6341,0.391,14.0,15.0,0.9333,Drafted,98.0693,92.523,2.85924,160.106,4.1978,2.62319,1.57461,4.36121,24.4444,3.17127,1.18994,1.5,3.4167,4.9167,1.3611,0.6389,0.6111,10.8333,Denver Nuggets,2,8,38
143,Jeff Withey,Kansas,B12,37,76.0,113.7,21.0,58.3,62.07,8.8,20.9,6.2,17.8,137,192,0.714,184,317,0.58,1,1,1.0,13.7,1.4,60.4,Sr,7-01,3.75176,119.463,2.7,2013,all,94.6,0.4794222,139.0,202.0,45.0,115.0,0.6881,0.3913,50.0,54.0,0.9259,Drafted,83.0455,78.5563,4.99547,289.791,11.1432,1.73544,9.40775,10.4486,30.9189,4.19522,6.25337,2.1351,6.3784,8.5135,0.9459,0.7568,3.9459,13.7297,Portland Trail Blazers,2,9,39
144,Solomon Hill,Arizona,P12,35,82.1,113.7,21.4,54.1,57.94,6.6,12.8,16.8,18.7,95,124,0.766,101,199,0.508,57,146,0.39,1.8,2.1,35.9,Sr,6-07,4.28294,121.472,2.6,2013,all,91.8,1.23377266,53.0,82.0,48.0,117.0,0.6463,0.4103,12.0,14.0,0.8571,Drafted,95.9089,91.6638,3.90349,209.657,8.28038,5.49305,2.78733,7.56824,32.9714,5.44116,2.12707,1.7429,3.6,5.3429,2.7143,1.1429,0.5714,13.3714,Indiana Pacers,1,23,23
145,Kelly Olynyk,Gonzaga,WCC,31,60.3,123.5,30.4,64.4,67.83,11.8,20.1,15.1,18.4,131,168,0.78,201,304,0.661,9,29,0.31,5.1,1.6,50.5,Jr,7-01,5.57364,144.627,3.5,2013,all,,0.6933124,152.0,212.0,48.0,91.0,0.717,0.5275,25.0,28.0,0.8929,Drafted,89.4414,86.1418,3.64964,173.399,11.7494,7.28581,4.46361,13.6199,26.4516,10.4448,3.17511,2.4194,4.8387,7.2581,1.6774,0.6774,1.129,18.0645,Dallas Mavericks,1,13,13
146,Mason Plumlee,Duke,ACC,36,86.7,113.1,25.1,59.9,62.8,9.8,23.3,11.5,19.2,173,254,0.681,221,369,0.599,0,0,0.0,4.0,1.7,68.8,Sr,6-10,5.15183,126.731,2.9,2013,all,94.8,0.67959875,169.0,228.0,52.0,141.0,0.7412,0.3688,83.0,92.0,0.9022,Drafted,90.9172,84.9855,4.9222,282.551,8.66358,3.98273,4.68084,8.41895,34.6667,5.39624,3.0227,2.75,7.2222,9.9722,1.9444,1.0,1.4444,17.0833,Brooklyn Nets,1,22,22
147,Peyton Siva,Louisville,BE,40,76.7,105.0,21.1,45.9,51.34,1.1,7.6,34.3,24.0,85,98,0.867,101,212,0.476,38,132,0.288,0.6,4.3,28.5,Sr,6-01,3.12814,113.272,3.3,2013,all,93.4,2.15094325,75.0,125.0,26.0,86.0,0.6,0.3023,7.0,8.0,0.875,Drafted,87.954,83.2111,4.54732,239.991,6.18906,3.46654,2.72252,6.25131,31.175,2.20725,4.04406,0.3,2.05,2.35,5.7,2.25,0.15,10.025,Detroit Pistons,2,26,56
148,Erik Murphy,Florida,SEC,36,64.3,123.1,21.3,62.9,64.29,7.8,17.4,11.0,15.9,40,51,0.784,92,159,0.579,72,159,0.453,3.1,1.5,16.0,Sr,6-10,4.32506,131.037,4.2,2013,all,89.2,0.98037696,58.0,83.0,34.0,76.0,0.6988,0.4474,4.0,4.0,1.0,Drafted,85.8213,82.5922,3.97437,184.686,10.1709,6.12733,4.0436,10.5449,26.4444,6.84633,3.69861,1.6111,3.9167,5.5278,1.3889,0.6389,0.6944,12.2222,Chicago Bulls,2,19,49
