,player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,porpag,adjoe,pfr,year,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),draft_status,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,nba team,ROUND NUMBER,ROUND PICK,OVERALL PICK
198,Noah Vonleh,Indiana,B10,30,61.8,109.1,21.5,56.0,60.43,10.8,27.3,4.9,21.8,96,134,0.716,97,183,0.53,16,33,0.485,5.4,1.9,62.0,Fr,6-10,2.47652,114.762,4.1,2014,all,98.0,0.2812544,73.0,122.0,24.0,61.0,0.5984,0.3934,24.0,27.0,0.8889,Drafted,90.6372,86.69,3.93211,195.609,5.27582,0.682888,4.59293,6.05888,26.4667,2.72525,3.33363,2.3667,6.6,8.9667,0.6,0.8667,1.3667,11.2667,Charlotte Hornets,1,9,9
199,Joel Embiid,Kansas,B12,28,45.9,112.0,24.4,62.9,65.5,12.7,27.3,11.5,24.1,98,143,0.685,106,166,0.639,1,5,0.2,11.7,2.3,83.6,Fr,7-01,2.99109,125.154,5.8,2014,all,97.4,0.57574986,80.0,99.0,25.0,65.0,0.8081,0.3846,30.0,30.0,1.0,Drafted,90.0859,83.519,3.6851,176.276,12.7402,3.37781,9.36236,10.5965,23.1071,4.24577,6.35075,2.3214,5.7857,8.1071,1.3571,0.8929,2.5714,11.1786,Philadelphia 76ers,1,3,3
200,Andrew Wiggins,Kansas,B12,35,81.4,112.3,25.1,49.9,56.34,8.4,12.3,9.2,15.9,176,227,0.775,146,296,0.493,43,126,0.341,3.1,2.1,53.8,Fr,6-08,4.33229,126.019,3.3,2014,all,100.0,0.67502293,92.0,132.0,54.0,161.0,0.697,0.3354,36.0,40.0,0.9,Drafted,101.712,94.4649,3.98001,206.932,7.14569,4.66538,2.48031,6.97725,32.8,5.14855,1.8287,2.1714,3.6857,5.8571,1.5429,1.1714,0.9714,17.0571,Cleveland Cavaliers,1,1,1
201,Jabari Parker,Duke,ACC,35,76.4,111.7,31.6,51.1,55.77,11.4,23.1,8.7,14.5,160,214,0.748,198,393,0.504,38,106,0.358,4.0,2.1,42.9,Fr,6-08,5.00949,134.942,3.1,2014,all,99.4,0.50615734,124.0,199.0,74.0,193.0,0.6231,0.3834,61.0,66.0,0.9242,Drafted,98.2252,93.1302,3.87471,217.143,6.22828,4.13547,2.09281,6.84705,30.6571,6.33399,0.513063,3.0,5.7429,8.7429,1.1714,1.0571,1.2286,19.1429,Milwaukee Bucks,1,2,2
202,Tyler Ennis,Syracuse,ACC,34,88.7,114.5,22.7,45.3,51.07,2.6,9.0,32.5,13.8,114,149,0.765,118,275,0.429,30,85,0.353,0.7,3.9,41.4,Fr,6-02,4.3659,123.151,2.3,2014,all,95.6,3.2413389,68.0,123.0,51.0,153.0,0.5528,0.3333,2.0,2.0,1.0,Drafted,97.6955,92.6229,4.56203,202.885,6.86227,4.85439,2.00787,7.99607,35.7353,4.48187,3.5142,0.7941,2.5882,3.3824,5.5294,2.1176,0.1765,12.9412,Phoenix Suns,1,18,18
203,Anthony Brown,Stanford,P12,37,87.7,114.1,21.2,52.8,57.3,3.8,18.8,15.2,15.7,116,146,0.795,97,229,0.424,79,179,0.441,0.6,1.3,35.8,Sr,6-06,4.26404,120.429,2.4,2015,all,87.4,1.30556553,58.0,96.0,39.0,133.0,0.6042,0.2932,8.0,9.0,0.8889,Drafted,100.992,96.2343,3.79438,233.885,5.71511,4.29686,1.41825,6.29308,35.6757,5.2572,1.03588,1.1351,5.7838,6.9189,2.5405,0.7568,0.1892,14.7838,Los Angeles Lakers,2,4,34
204,Marcus Thornton,William & Mary,CAA,31,93.2,111.7,27.2,55.6,59.66,1.0,7.5,17.9,14.5,117,142,0.824,111,211,0.526,94,242,0.388,0.4,1.1,31.3,Sr,6-04,4.73948,122.04,1.2,2015,all,19.2,1.23378896,66.0,99.0,45.0,112.0,0.6667,0.4018,7.0,8.0,0.875,Drafted,110.674,111.551,2.05055,149.321,-0.602706,4.08968,-4.69238,1.29843,36.6667,4.77995,-3.48152,0.2727,2.5152,2.7879,2.8788,0.6364,0.1212,19.9697,Boston Celtics,2,15,45
205,Pat Connaughton,Notre Dame,ACC,38,87.4,120.4,16.7,59.7,61.46,4.2,20.4,7.6,12.2,50,64,0.781,73,136,0.537,93,220,0.423,2.7,1.3,18.0,Sr,6-05,4.26054,120.506,2.2,2015,all,80.8,1.29544868,51.0,91.0,22.0,45.0,0.5604,0.4889,11.0,13.0,0.8462,Drafted,100.175,95.063,3.94591,241.158,7.38353,5.662,1.72153,6.90135,35.5526,5.87704,1.02432,1.0789,6.3421,7.4211,1.5,0.7105,0.9474,12.5,Brooklyn Nets,2,11,41
206,Larry Nance Jr.,Wyoming,MWC,29,77.3,106.3,27.9,52.7,57.66,6.2,20.5,19.7,15.9,113,144,0.785,162,306,0.529,14,41,0.341,4.3,2.3,41.5,Sr,6-08,3.96967,118.033,2.6,2015,all,,1.08569153,93.0,118.0,69.0,188.0,0.7881,0.367,46.0,50.0,0.92,Drafted,91.6832,91.8035,4.33077,203.468,5.38939,1.53945,3.84994,6.40162,34.9032,3.6465,2.75512,1.4194,5.8065,7.2258,2.4516,1.1935,1.1935,16.0645,Los Angeles Lakers,1,27,27
207,Josh Richardson,Tennessee,SEC,32,90.4,110.7,25.3,51.9,56.02,2.9,13.2,24.4,18.9,99,124,0.798,138,271,0.509,46,128,0.359,2.0,3.8,31.1,Sr,6-06,4.88145,124.294,2.7,2015,all,51.0,1.35298553,49.0,71.0,89.0,200.0,0.6901,0.445,8.0,8.0,1.0,Drafted,101.953,97.3721,3.76925,210.401,5.88059,4.44294,1.43766,7.4839,36.3125,5.35188,2.13202,0.875,3.5938,4.4688,3.5938,2.0938,0.5,16.0312,Miami Heat,2,10,40
208,Cady Lalanne,Massachusetts,A10,32,72.0,101.5,21.6,55.8,58.19,13.5,23.4,2.4,23.1,91,143,0.636,135,232,0.582,3,18,0.167,6.5,1.2,57.2,Sr,6-09,2.19988,107.411,3.7,2015,all,64.2,0.125,119.0,177.0,16.0,55.0,0.6723,0.2909,18.0,19.0,0.9474,Drafted,97.8142,95.4653,3.19238,200.087,1.05226,-0.665003,1.71726,1.95547,29.0312,1.43054,0.524922,3.4375,6.0625,9.5,0.3125,0.5938,1.9062,11.5625,San Antonio Spurs,2,25,55
209,Darrun Hilliard,Villanova,BE,35,69.4,117.2,23.1,54.3,57.6,2.0,10.7,15.9,11.1,82,103,0.796,91,182,0.5,79,204,0.387,1.3,3.8,26.7,Sr,6-06,4.21568,127.93,3.1,2015,all,45.4,1.76191661,54.0,89.0,37.0,93.0,0.6067,0.3978,12.0,13.0,0.9231,Drafted,91.7311,87.3203,3.97331,196.816,9.25433,6.50237,2.75196,9.43088,28.7714,5.68323,3.74764,0.4571,2.6571,3.1143,2.1143,1.8,0.3429,14.3143,Detroit Pistons,2,8,38
210,Frank Kaminsky,Wisconsin,B10,39,81.4,126.2,28.1,59.0,62.78,6.0,25.7,18.4,11.5,156,200,0.78,225,387,0.581,42,101,0.416,4.5,1.7,41.0,Sr,7-01,7.35994,148.904,2.0,2015,all,51.8,1.63488926,137.0,180.0,88.0,207.0,0.7611,0.4251,31.0,34.0,0.9118,Drafted,91.4999,85.5147,4.85492,266.979,13.7607,8.70054,5.06011,15.3813,33.6154,10.9093,4.47203,1.4872,6.7179,8.2051,2.641,0.8462,1.4615,18.7692,Charlotte Hornets,1,9,9
211,Aaron White,Iowa,B10,34,78.1,128.1,23.0,55.3,63.26,7.7,18.5,10.2,10.3,195,238,0.819,150,269,0.558,21,59,0.356,1.7,2.6,72.6,Sr,6-09,5.86665,139.52,2.0,2015,all,66.4,1.17074391,120.0,165.0,31.0,104.0,0.7273,0.2981,62.0,70.0,0.8857,Drafted,93.0969,88.114,4.25912,218.074,10.4434,7.34678,3.09665,11.6205,31.4706,8.41527,3.20525,2.0882,5.2059,7.2941,1.4118,1.3235,0.4706,16.4118,Washington Wizards,2,19,49
212,Rakeem Christmas,Syracuse,ACC,31,85.1,110.1,25.5,55.3,59.21,10.1,19.3,10.5,17.3,136,191,0.712,203,366,0.555,0,1,0.0,8.4,1.6,52.0,Sr,6-09,4.47593,123.287,3.9,2015,all,95.6,0.60255955,139.0,186.0,64.0,182.0,0.7473,0.3516,46.0,49.0,0.9388,Drafted,91.8354,86.7877,4.79852,226.749,7.72836,1.95364,5.77471,7.41479,34.3226,4.01402,3.40077,3.0968,5.9032,9.0,1.5161,0.9355,2.4839,17.4839,Minnesota Timberwolves,2,6,36
213,Jerian Grant,Notre Dame,ACC,38,91.1,122.2,25.6,53.6,59.18,1.3,8.3,33.5,14.2,170,218,0.78,154,269,0.572,50,158,0.316,1.4,2.8,51.1,Sr,6-05,6.60476,137.617,2.1,2015,all,78.0,3.07317281,107.0,142.0,47.0,127.0,0.7535,0.3701,10.0,11.0,0.9091,Drafted,102.954,97.7003,3.78026,223.582,8.38154,7.90599,0.475553,8.37017,37.0526,6.94126,1.42891,0.3421,2.6842,3.0263,6.6316,1.6579,0.5,16.5263,Washington Wizards,1,19,19
214,Willie Cauley-Stein,Kentucky,SEC,39,64.3,115.8,18.3,57.2,58.79,11.1,17.3,7.4,16.2,79,128,0.617,135,236,0.572,0,0,0.0,7.1,2.9,54.2,Jr,7-01,2.9961,118.997,3.1,2015,all,91.6,0.79168017,106.0,141.0,30.0,96.0,0.7518,0.3125,69.0,74.0,0.9324,Drafted,79.0904,74.9298,4.67976,235.411,12.7451,4.42742,8.31771,11.331,25.9487,5.07159,6.25944,2.2821,4.1538,6.4359,0.9744,1.2051,1.7179,8.9487,Sacramento Kings,1,6,6
215,Sam Dekker,Wisconsin,B10,40,77.0,125.8,22.4,58.6,60.48,8.4,14.8,8.6,8.7,80,113,0.708,163,255,0.639,50,151,0.331,1.5,1.1,27.8,Jr,6-09,5.65648,138.358,1.4,2015,all,97.8,1.36111117,134.0,178.0,29.0,78.0,0.7528,0.3718,28.0,31.0,0.9032,Drafted,98.6443,92.4654,3.73184,191.916,9.19569,8.08795,1.10774,9.45451,30.975,8.23919,1.21532,1.925,3.575,5.5,1.225,0.525,0.45,13.9,Houston Rockets,1,18,18
216,Tyler Harvey,Eastern Washington,BSky,29,84.1,122.6,26.2,57.6,62.46,2.1,9.2,13.2,12.2,143,167,0.856,90,174,0.517,114,279,0.409,0.3,1.7,36.9,Jr,6-04,5.50996,128.21,2.1,2015,all,,1.28125,53.0,92.0,37.0,82.0,0.5761,0.4512,1.0,1.0,1.0,Drafted,111.75,111.595,2.0347,160.198,1.94267,5.96747,-4.02479,4.63289,36.9375,6.94655,-2.31366,0.625,3.0,3.625,2.5625,1.125,0.125,23.0625,Orlando Magic,2,21,51
217,Olivier Hanlan,Boston College,ACC,32,92.6,107.3,29.5,51.9,55.32,2.6,11.5,29.1,15.0,110,145,0.759,160,312,0.513,65,184,0.353,0.1,2.1,29.2,Jr,6-04,5.29783,126.615,2.3,2015,all,58.0,1.58828408,105.0,170.0,55.0,142.0,0.6176,0.3873,0.0,0.0,,Drafted,105.077,100.2,3.49686,190.068,5.48991,5.77286,-0.282953,6.22741,37.625,6.08615,0.141261,0.75,3.4688,4.2188,4.2188,1.2812,0.0312,19.5312,Utah Jazz,2,12,42
218,Montrezl Harrell,Louisville,ACC,35,84.8,113.7,22.6,57.8,58.81,10.0,19.1,9.2,15.1,114,191,0.597,204,339,0.602,9,37,0.243,3.7,1.6,50.8,Jr,6-08,4.74093,124.59,2.4,2015,all,84.0,0.7101552,148.0,190.0,56.0,148.0,0.7789,0.3784,74.0,78.0,0.9487,Drafted,89.4932,83.8085,5.27412,244.458,7.45216,3.50642,3.94574,8.58579,35.1143,5.41646,3.16934,3.1714,6.0,9.1714,1.4,0.9429,1.2,15.6857,Houston Rockets,2,2,32
219,Richaun Holmes,Bowling Green,MAC,30,67.1,115.8,25.1,59.3,62.31,11.5,21.0,7.2,16.5,101,142,0.711,139,237,0.586,18,43,0.419,11.3,1.5,50.7,Sr,6-08,3.6708,122.373,3.4,2015,all,,0.43332471,107.0,155.0,32.0,82.0,0.6903,0.3902,45.0,46.0,0.9783,Drafted,91.2274,91.5379,3.56104,192.802,7.98568,2.67221,5.31347,8.6819,28.7742,5.65496,3.02693,2.871,5.1613,8.0323,0.8387,0.7097,2.6452,14.8065,Philadelphia 76ers,2,7,37
220,Justin Anderson,Virginia,ACC,26,52.8,120.5,22.0,57.2,60.97,3.1,14.5,14.0,13.2,64,82,0.78,56,117,0.479,47,104,0.452,2.5,1.6,37.1,Jr,6-06,4.20367,129.325,1.7,2015,all,90.2,1.45164815,44.0,66.0,12.0,51.0,0.6667,0.2353,18.0,21.0,0.8571,Drafted,88.5752,84.0094,4.15299,121.798,9.76844,5.49031,4.27813,11.5827,27.8462,7.23767,4.34501,0.6538,3.3846,4.0385,1.7308,0.6538,0.5385,12.1923,Dallas Mavericks,1,21,21
221,Andrew Harrison,Kentucky,SEC,39,63.1,111.6,21.8,44.6,53.13,1.7,8.1,26.0,18.4,126,159,0.792,65,173,0.376,36,94,0.383,0.9,2.5,59.6,So,6-06,3.05006,120.221,2.8,2015,all,99.2,2.17190735,35.0,58.0,30.0,115.0,0.6034,0.2609,5.0,5.0,1.0,Drafted,88.0517,83.4197,3.85282,165.034,7.024,4.43846,2.58554,7.08963,25.4872,3.38184,3.70779,0.3333,1.8974,2.2308,3.5641,1.0256,0.2051,9.3333,Phoenix Suns,2,14,44
222,Dakari Johnson,Kentucky,SEC,39,40.3,108.6,23.1,50.6,55.26,13.4,19.1,8.9,17.9,90,144,0.625,79,156,0.506,0,0,0.0,6.1,1.4,92.3,So,7-01,1.87012,118.821,4.3,2015,all,98.2,0.69050052,58.0,91.0,21.0,65.0,0.6374,0.3231,14.0,14.0,1.0,Drafted,81.6239,77.33,2.80209,135.759,8.05064,2.62561,5.42504,6.86315,16.2821,2.52772,4.33542,1.7179,2.8718,4.5897,0.7436,0.359,0.9231,6.359,Oklahoma City Thunder,2,18,48
223,Rondae Hollis-Jefferson,Arizona,P12,38,71.5,113.8,20.9,51.3,57.33,9.0,20.1,10.1,15.5,145,205,0.707,132,246,0.537,6,29,0.207,3.4,2.4,74.5,So,6-07,3.43005,119.977,3.4,2015,all,97.2,1.0,91.0,127.0,41.0,119.0,0.7165,0.3445,40.0,43.0,0.9302,Drafted,86.8974,82.7697,4.42793,234.584,9.57925,3.75175,5.82751,8.24463,28.6842,3.86244,4.38219,2.0263,4.8158,6.8421,1.5526,1.1579,0.8421,11.2368,Portland Trail Blazers,1,23,23
224,Bobby Portis,Arkansas,SEC,36,74.2,118.9,25.7,55.2,58.23,13.6,20.2,8.8,11.5,115,156,0.737,236,436,0.541,14,30,0.467,4.8,2.1,33.5,So,6-10,4.893,132.908,2.9,2015,all,96.8,0.74999998,149.0,204.0,87.0,229.0,0.7304,0.3799,32.0,36.0,0.8889,Drafted,95.8038,92.078,3.6384,235.735,7.92782,5.11539,2.81243,8.39995,29.8889,7.31961,1.08034,3.6944,5.2222,8.9167,1.1667,1.0833,1.3889,17.4722,Chicago Bulls,1,22,22
225,Terry Rozier,Louisville,ACC,36,86.9,105.9,26.8,45.7,50.86,3.8,13.9,19.7,14.1,139,176,0.79,166,364,0.456,48,157,0.306,0.5,3.5,33.8,So,6-01,4.3476,121.449,2.0,2015,all,94.2,1.36711625,78.0,145.0,88.0,218.0,0.5379,0.4037,8.0,9.0,0.8889,Drafted,89.6,84.1254,5.21977,249.602,7.20163,4.04812,3.15352,8.49714,35.0,4.41439,4.08275,1.1944,4.3611,5.5556,3.0,2.0,0.1667,17.0833,Boston Celtics,1,16,16
226,Delon Wright,Utah,P12,34,83.7,125.2,24.2,54.5,61.66,4.1,13.6,32.8,15.4,152,182,0.835,135,246,0.549,26,73,0.356,3.2,3.9,57.1,Sr,6-05,6.04319,137.443,1.7,2015,all,,2.61758206,101.0,149.0,34.0,98.0,0.6779,0.3469,17.0,18.0,0.9444,Drafted,87.5652,83.3382,5.1177,237.663,14.4311,7.9039,6.52721,14.7263,33.2857,8.27648,6.44984,0.9714,3.9714,4.9429,5.0857,2.0857,0.9714,14.5429,Toronto Raptors,1,20,20
227,Stanley Johnson,Arizona,P12,38,70.9,108.0,26.0,50.1,55.1,8.9,19.1,11.6,17.4,132,178,0.742,131,274,0.478,43,116,0.371,1.6,3.2,45.6,Fr,6-06,3.49987,120.974,3.7,2015,all,99.6,0.7682932,64.0,119.0,67.0,155.0,0.5378,0.4323,16.0,16.0,1.0,Drafted,86.6693,82.5525,4.41275,234.531,8.8059,4.11077,4.69513,8.38064,28.4474,4.5269,3.85374,1.9737,4.5263,6.5,1.6579,1.5,0.3947,13.7632,Detroit Pistons,1,8,8
228,Chris McCullough,Syracuse,ACC,16,36.0,92.5,21.1,48.2,50.78,9.0,18.5,8.2,22.2,40,71,0.563,53,112,0.473,1,1,1.0,8.5,3.6,62.8,Fr,6-10,1.05663,96.314,3.6,2015,all,96.0,0.51428571,35.0,59.0,19.0,55.0,0.5932,0.3455,11.0,14.0,0.7857,Drafted,87.8528,86.8556,3.92646,109.276,5.9099,-1.68994,7.59984,4.68636,28.125,-0.230209,4.91657,2.25,4.625,6.875,1.125,1.6875,2.0625,9.3125,Brooklyn Nets,1,29,29
229,Karl-Anthony Towns,Kentucky,SEC,39,52.3,122.7,24.2,57.0,62.72,14.1,22.2,11.5,16.6,109,134,0.813,143,248,0.577,2,8,0.25,11.4,1.4,52.3,Fr,6-11,3.68761,136.184,5.6,2015,all,99.2,0.8301693,87.0,121.0,56.0,128.0,0.719,0.4375,22.0,24.0,0.9167,Drafted,77.2779,73.2127,3.93509,202.777,14.8828,5.63939,9.24336,13.1262,21.1282,6.31975,6.80643,2.359,4.3333,6.6923,1.1282,0.4615,2.2564,10.2821,Minnesota Timberwolves,1,1,1
230,Trey Lyles,Kentucky,SEC,36,52.6,112.6,20.6,49.6,54.26,9.9,16.1,9.2,15.0,75,102,0.735,113,211,0.536,4,29,0.138,2.1,1.4,42.5,Fr,6-10,2.66531,119.146,2.8,2015,all,97.8,0.92685926,69.0,88.0,44.0,123.0,0.7841,0.3577,28.0,30.0,0.9333,Drafted,85.2659,80.7753,3.68296,154.613,7.23508,3.72842,3.50666,6.72041,23.0,3.61558,3.10483,1.8056,3.4167,5.2222,1.0556,0.5278,0.4444,8.6944,Utah Jazz,1,12,12
231,Myles Turner,Texas,B12,34,54.9,109.4,23.8,48.8,55.61,7.2,24.9,6.2,16.6,94,112,0.839,100,195,0.513,17,62,0.274,12.3,0.8,43.6,Fr,6-11,2.76964,121.743,4.3,2015,all,99.0,0.42549187,40.0,54.0,60.0,141.0,0.7407,0.4255,11.0,13.0,0.8462,Drafted,85.3599,81.3327,3.51116,185.417,7.38281,0.519533,6.86328,8.53262,22.2059,3.08008,5.45255,1.2941,5.2353,6.5294,0.5882,0.2941,2.6176,10.1471,Indiana Pacers,1,11,11
232,Tyus Jones,Duke,ACC,39,84.2,121.8,19.9,48.9,57.49,1.8,9.9,27.5,17.4,144,162,0.889,88,200,0.44,47,124,0.379,0.2,2.7,50.0,Fr,6-01,5.06662,128.753,1.4,2015,all,98.6,2.8552881,51.0,87.0,37.0,113.0,0.5862,0.3274,0.0,0.0,,Drafted,98.3377,91.4497,4.202,223.713,8.58766,6.36463,2.22302,8.39666,33.8974,5.61301,2.78366,0.4872,3.0256,3.5128,5.5641,1.5128,0.0769,11.8205,Cleveland Cavaliers,1,24,24
233,Jahlil Okafor,Duke,ACC,38,72.8,116.4,27.6,66.4,64.14,14.8,18.2,9.4,18.2,99,194,0.51,279,420,0.664,0,0,0.0,4.5,1.5,46.2,Fr,6-11,5.13776,134.951,2.8,2015,all,100.0,0.5158,213.0,270.0,66.0,150.0,0.7889,0.44,64.0,67.0,0.9552,Drafted,94.5347,87.7919,4.1073,226.642,9.34057,5.72749,3.61308,9.53611,30.0789,7.26684,2.26927,3.5263,4.9474,8.4737,1.2895,0.7632,1.4211,17.2895,Philadelphia 76ers,1,3,3
234,Justise Winslow,Duke,ACC,39,72.3,112.2,22.4,55.1,57.2,5.4,19.8,13.2,16.8,100,156,0.641,127,246,0.516,46,110,0.418,2.9,2.8,43.8,Fr,6-06,3.7048,122.324,3.8,2015,all,97.6,1.15495747,112.0,163.0,15.0,85.0,0.6871,0.1765,24.0,25.0,0.96,Drafted,92.0154,85.5702,4.19758,246.908,9.53879,4.7201,4.8187,9.03031,29.1026,4.83748,4.19282,1.2564,5.2051,6.4615,2.1026,1.3333,0.8718,12.6154,Miami Heat,1,10,10
235,Devin Booker,Kentucky,SEC,38,51.9,121.0,20.5,57.1,60.02,2.6,7.8,10.9,13.8,53,64,0.828,77,146,0.527,58,141,0.411,0.3,1.3,22.3,Fr,6-06,3.19131,128.601,2.8,2015,all,95.8,1.13515453,42.0,59.0,35.0,88.0,0.7119,0.3977,8.0,9.0,0.8889,Drafted,91.0701,86.245,3.04056,117.322,6.83479,5.679,1.15579,8.23184,21.5,5.91621,2.31563,0.4474,1.5526,2.0,1.1053,0.4474,0.0526,10.0263,Phoenix Suns,1,13,13
236,Michael Gbinije,Syracuse,ACC,37,93.8,111.2,24.8,55.4,57.36,3.2,8.7,26.5,18.5,106,160,0.662,134,255,0.525,91,233,0.391,1.1,3.1,32.8,Sr,6-07,4.74407,123.404,2.8,2016,all,94.6,1.52382119,98.0,151.0,36.0,105.0,0.649,0.3429,22.0,26.0,0.8462,Drafted,100.689,94.4563,4.49088,236.447,6.88167,5.11005,1.77162,7.60032,37.8919,5.0006,2.59972,1.0811,3.0,4.0811,4.3243,1.9189,0.3514,17.4865,Detroit Pistons,2,19,49
237,Taurean Prince,Baylor,B12,33,76.2,107.2,27.2,49.3,53.66,8.9,14.7,15.4,18.9,110,143,0.769,130,278,0.468,53,147,0.361,2.7,2.3,33.6,Sr,6-08,3.97337,124.535,3.3,2016,all,62.6,0.86361423,78.0,123.0,52.0,156.0,0.6341,0.3333,14.0,15.0,0.9333,Drafted,102.839,97.5834,3.31742,182.37,6.32222,4.52221,1.80001,5.91323,30.8182,5.0929,0.820334,2.303,3.6364,5.9394,2.303,1.2121,0.7273,16.0303,Utah Jazz,1,12,12
238,Marcus Paige,North Carolina,ACC,34,67.2,120.3,18.4,50.3,53.75,1.6,7.0,18.6,12.1,72,93,0.774,67,146,0.459,74,208,0.356,1.5,2.1,26.3,Sr,6-02,4.05798,123.945,1.9,2016,all,94.2,3.04759986,40.0,69.0,27.0,76.0,0.5797,0.3553,3.0,3.0,1.0,Drafted,103.744,96.1669,3.59756,175.723,7.39342,6.05573,1.33769,6.98756,31.6176,5.03771,1.94984,0.4412,2.0882,2.5294,3.7647,1.1471,0.4412,12.5882,Utah Jazz,2,25,55
239,Brice Johnson,North Carolina,ACC,40,70.1,126.8,24.5,61.4,64.89,11.7,28.5,9.7,14.5,144,184,0.783,267,435,0.614,0,0,0.0,5.5,2.2,42.3,Sr,6-10,5.25003,140.944,3.8,2016,all,91.2,0.82857146,156.0,190.0,111.0,245.0,0.8211,0.4531,70.0,73.0,0.9589,Drafted,91.501,85.3916,4.23664,291.058,11.3057,6.11101,5.19471,11.905,28.025,8.30994,3.5951,2.875,7.525,10.4,1.45,1.075,1.475,16.95,LA Clippers,1,25,25
240,Kris Dunn,Providence,BE,33,76.9,103.6,29.3,49.9,54.06,3.5,14.8,41.8,20.9,132,190,0.695,142,298,0.477,42,113,0.372,1.9,4.3,46.2,Jr,6-04,3.91571,121.573,3.4,2016,all,97.0,1.77583078,99.0,157.0,42.0,138.0,0.6306,0.3043,27.0,29.0,0.931,Drafted,93.8582,88.3916,4.5888,255.725,9.73839,4.74338,4.99501,9.52919,32.9697,4.58362,4.94557,1.0909,4.2424,5.3333,6.2424,2.4848,0.6061,16.4242,Minnesota Timberwolves,1,5,5
241,Caris LeVert,Michigan,B10,14,31.0,126.8,26.0,59.0,63.14,2.5,19.0,32.9,11.9,52,66,0.788,48,90,0.533,27,60,0.45,0.8,1.8,44.0,Sr,6-07,5.34853,136.565,1.7,2016,all,52.4,3.13643865,36.0,48.0,12.0,42.0,0.75,0.2857,9.0,9.0,1.0,Drafted,103.626,100.2,3.11652,73.7778,9.50321,7.62963,1.87357,10.0831,31.0714,7.75923,2.32392,0.6429,4.7857,5.4286,4.9286,0.9286,0.2143,16.3571,Indiana Pacers,1,20,20
242,Jake Layman,Maryland,B10,35,79.1,116.5,17.2,60.1,64.02,4.3,14.4,6.8,18.1,77,91,0.846,81,134,0.604,57,143,0.399,3.4,2.1,32.9,Sr,6-09,3.3087,117.104,2.5,2016,all,86.4,0.68969888,57.0,72.0,24.0,62.0,0.7917,0.3871,22.0,24.0,0.9167,Drafted,98.339,93.9387,3.84351,213.062,6.94977,3.75401,3.19576,6.8777,31.7429,4.24349,2.63421,1.0286,4.2571,5.2857,1.1429,1.1429,1.0286,11.7143,Orlando Magic,2,17,47
243,Isaiah Cousins,Oklahoma,B12,37,82.4,104.9,22.1,48.4,50.64,2.1,11.9,25.1,18.2,65,97,0.67,104,258,0.403,65,158,0.411,0.8,2.3,23.3,Sr,6-04,3.1677,114.652,2.0,2016,all,48.2,1.90905651,43.0,77.0,61.0,180.0,0.5584,0.3389,8.0,11.0,0.7273,Drafted,100.385,93.8361,4.01727,229.167,5.08243,3.14143,1.941,4.45506,33.2973,2.38754,2.06752,0.6216,3.8378,4.4595,4.5405,1.3784,0.2703,12.6486,Sacramento Kings,2,29,59
244,Buddy Hield,Oklahoma,B12,37,87.6,121.5,28.4,62.3,66.45,4.0,13.0,12.7,17.1,176,200,0.88,154,279,0.552,147,322,0.457,1.4,1.8,33.3,Sr,6-04,6.84167,143.253,2.3,2016,all,69.0,0.66369796,119.0,178.0,35.0,101.0,0.6685,0.3465,18.0,22.0,0.8182,Drafted,100.663,94.0957,4.2368,240.576,8.86581,7.83954,1.02627,11.852,35.3784,10.2417,1.61038,1.2432,4.4865,5.7297,2.027,1.1351,0.4865,25.0,New Orleans Pelicans,1,6,6
245,Tyrone Wallace,California,P12,28,65.5,104.0,27.6,47.8,51.43,3.5,14.3,28.5,17.3,100,154,0.649,126,258,0.488,25,84,0.298,1.3,1.8,45.0,Sr,6-05,3.30434,116.947,2.8,2016,all,81.8,1.66215143,70.0,110.0,56.0,149.0,0.6364,0.3758,6.0,7.0,0.8571,Drafted,97.7535,93.1342,3.94716,166.945,6.37454,3.3627,3.01184,5.9016,32.1786,3.43397,2.46763,0.9643,4.3214,5.2857,4.3929,0.9643,0.4286,15.25,Utah Jazz,2,30,60
246,Damian Jones,Vanderbilt,SEC,33,65.1,106.8,26.4,59.0,58.45,9.9,17.3,10.2,16.3,90,168,0.536,184,309,0.595,0,3,0.0,5.9,0.5,53.8,Jr,7-01,3.08007,121.038,5.0,2016,all,82.8,0.58460679,125.0,171.0,59.0,138.0,0.731,0.4275,38.0,43.0,0.8837,Drafted,94.8238,90.1802,3.50456,177.996,5.45568,1.70399,3.75169,5.45701,26.2424,2.73371,2.72329,2.2424,4.6364,6.8788,1.1515,0.2424,1.6364,13.8788,Golden State Warriors,1,30,30
