,Nodraft,Yesdraft,Player,Team,Conference
1429,0.994,0.006,Keith McGee,Morgan St.,MEAC
1430,0.97,0.03,Amari McCray,Grambling St.,SWAC
1431,0.964,0.036,KC Ndefo,Saint Peter's,MAAC
1432,1.0,0.0,Josh Aldrich,USC Upstate,BSth
1433,1.0,0.0,Brock Jancek,Tennessee,SEC
1434,1.0,0.0,Brandon Powell,Alabama A&M,SWAC
1435,1.0,0.0,Isaac Hippolyte,Coastal Carolina,SB
1436,1.0,0.0,Zan Payne,Kentucky,SEC
1437,0.996,0.004,Webster Filmore,North Carolina A&T,MEAC
1438,1.0,0.0,Max Rice,Boise St.,MWC
1439,0.992,0.008,Christian Gray,Cal St. Northridge,BW
1440,0.988,0.012,Jeremiah Bailey,Pacific,WCC
1441,1.0,0.0,Samson Strickland,East Carolina,Amer
1442,1.0,0.0,Kyle Cardaci,Coppin St.,MEAC
1443,0.986,0.014,ShanQuan Hemphill,Drake,MVC
1444,0.998,0.002,Nathan Nelson,South Carolina,SEC
1445,0.986,0.014,CJ Kelly,Massachusetts,A10
1446,1.0,0.0,D.J. Mitchell,Hartford,AE
1447,0.998,0.002,Tra'Von Fagan,Buffalo,MAC
1448,0.998,0.002,Ben Kinker,Army,Pat
1449,1.0,0.0,Payton Youngblood,North Alabama,ASun
1450,1.0,0.0,Kashawn Charles,Eastern Illinois,OVC
1451,1.0,0.0,Jackson Moffatt,Baylor,B12
1452,0.996,0.004,Jacob Tryon,Samford,SC
1453,1.0,0.0,Wyatt Watson,Portland,WCC
1454,1.0,0.0,Austin Washburn,William & Mary,CAA
1455,1.0,0.0,John-Michael Hughes,High Point,BSth
1456,0.994,0.006,Aundre Hyatt,Rutgers,B10
1457,1.0,0.0,Mark Tikhonenko,Chattanooga,SC
1458,0.998,0.002,Valdir Manuel,New Mexico,MWC
1459,1.0,0.0,Casson Rouse,Eastern Washington,BSky
1460,0.976,0.024,Khalil Shabazz,San Francisco,WCC
1461,0.998,0.002,Damian Chong Qui,Fort Wayne,Horz
1462,1.0,0.0,Rodney Henderson Jr.,Rider,MAAC
1463,0.988,0.012,Trendon Hankerson,Northern Illinois,MAC
1464,1.0,0.0,Davis Long,Delaware,CAA
1465,1.0,0.0,Curtis Aiken Jr.,Pittsburgh,ACC
1466,0.996,0.004,Tate Hall,Loyola Chicago,MVC
1467,1.0,0.0,Zoar Nedd,Hawaii,BW
1468,1.0,0.0,Jack Higgins,Quinnipiac,MAAC
1469,1.0,0.0,Carter Higginbottom,Wisconsin,B10
1470,1.0,0.0,Kyle Luedtke,Nebraska Omaha,Sum
1471,0.98,0.02,Mike Nuga,UNLV,MWC
1472,1.0,0.0,Robert Guyton,The Citadel,SC
1473,0.996,0.004,Myles Parker,Alabama A&M,SWAC
1474,1.0,0.0,Jay Vaughan,Lafayette,Pat
1475,0.998,0.002,Faite Williams,Prairie View A&M,SWAC
1476,1.0,0.0,Tony Miller,Washington St.,P12
1477,1.0,0.0,Jonah Geron,Washington,P12
1478,1.0,0.0,Noah Neubauer,Washington,P12
1479,1.0,0.0,Reagan Lundeen,Washington,P12
1480,1.0,0.0,Matthew Glassman,Manhattan,MAAC
1481,1.0,0.0,Clay Patterson,New Mexico,MWC
1482,1.0,0.0,Carter Boothe,Iowa St.,B12
1483,0.998,0.002,DeShang Weaver,Oral Roberts,Sum
1484,1.0,0.0,D.J. Hart,Holy Cross,Pat
1485,1.0,0.0,Dante Treacy,UNC Greensboro,SC
1486,1.0,0.0,Michael Baer,Siena,MAAC
1487,1.0,0.0,Solomon Iluyomade,Maine,AE
1488,0.994,0.006,Tyler Bertram,Binghamton,AE
1489,1.0,0.0,Jordan Gilliam,Texas Southern,SWAC
1490,0.996,0.004,Bentiu Panoam,North Dakota,Sum
1491,1.0,0.0,Joe Foley,Santa Clara,WCC
1492,1.0,0.0,Chris Caliguiran,Towson,CAA
1493,1.0,0.0,Marvin Coleman,UNLV,MWC
1494,0.992,0.008,Jeff Otchere,UT Rio Grande Valley,WAC
1495,0.998,0.002,Andy Neff,Wright St.,Horz
1496,0.998,0.002,Mikel Beyers,Marshall,CUSA
1497,1.0,0.0,Mike James Jr.,Monmouth,MAAC
1498,1.0,0.0,Marquis Moore,Southern Utah,BSky
1499,1.0,0.0,Nicolas Hobbs,Iowa,B10
1500,1.0,0.0,Mark Calleja,South Florida,Amer
1501,0.974,0.026,Isaiah White,USC,P12
1502,1.0,0.0,Benan Ersek,Colorado,P12
1503,0.998,0.002,Jamie Ahale,Illinois Chicago,Horz
1504,1.0,0.0,Andre Charles Jr.,Houston Baptist,Slnd
1505,0.998,0.002,Kur Jockuch,Northern Colorado,BSky
1506,1.0,0.0,Christian Sutton,American,Pat
1507,1.0,0.0,Nolan Bertain,Idaho,BSky
1508,1.0,0.0,Douglas Elks,Western Carolina,SC
1509,0.994,0.006,Nicolas Fennell,North Carolina Central,MEAC
1510,1.0,0.0,Scott Walter,Akron,MAC
1511,0.962,0.038,Warith Alatishe,Oregon St.,P12
1512,1.0,0.0,Prince Moss,Grambling St.,SWAC
1513,1.0,0.0,Azariah Seay,IUPUI,Horz
1514,0.99,0.01,Jayveous McKinnis,Jackson St.,SWAC
1515,1.0,0.0,Josh Everett,Jackson St.,SWAC
1516,1.0,0.0,Darrian Wilson,Jackson St.,SWAC
1517,1.0,0.0,Preston Cook,Auburn,SEC
1518,1.0,0.0,Chase Maasdorp,Auburn,SEC
1519,1.0,0.0,Markese Redding,Loyola MD,Pat
1520,1.0,0.0,Zach Walker,Texas A&M,SEC
1521,1.0,0.0,Christian Wilson,Dayton,A10
1522,0.964,0.036,Myles Johnson,UCLA,P12
1523,1.0,0.0,Flynn Cameron,UC Riverside,BW
1524,1.0,0.0,Onyebuchi Ezeakudo,Pittsburgh,ACC
1525,1.0,0.0,Russell Stong,UCLA,P12
1526,0.998,0.002,D'Marco Baucum,Delaware St.,MEAC
1527,0.988,0.012,Ajiri Ogemuno-Johnson,Rider,MAAC
1528,1.0,0.0,Hnric Murray Jr.,Florida A&M,MEAC
1529,0.988,0.012,Kevin McCullar,Texas Tech,B12
1530,1.0,0.0,Harrison Hookfin,Ohio St.,B10
1531,0.998,0.002,Jeffrey Yan,Long Beach St.,BW
1532,1.0,0.0,Dee Mitchell,Oklahoma St.,B12
1533,0.998,0.002,Mekhi Long,Old Dominion,CUSA
1534,1.0,0.0,Moses Flowers,Hartford,AE
1535,0.996,0.004,Colby Rogers,Siena,MAAC
1536,1.0,0.0,Jeremiah Hernandez,Kent St.,MAC
1537,1.0,0.0,Jakob Alamudun,Lehigh,Pat
1538,0.978,0.022,Alimamy Koroma,Cal Poly,BW
1539,0.998,0.002,Giovanni Santiago,Kent St.,MAC
1540,0.998,0.002,Tim Ceaser,Utah Valley,WAC
1541,0.98,0.02,Miroslav Stafl,Central Michigan,MAC
1542,1.0,0.0,Giordan Williams,Santa Clara,WCC
1543,1.0,0.0,Miguel Tomley,Santa Clara,WCC
1544,0.996,0.004,Thomas Bell,North Texas,CUSA
1545,1.0,0.0,Cade Alger,San Diego St.,MWC
1546,0.998,0.002,Jalen Williams,Santa Clara,WCC
1547,1.0,0.0,Kalik Brooks,Georgia St.,SB
1548,0.98,0.02,Joshua Lusane,Campbell,BSth
1549,0.996,0.004,David Muoka,UNLV,MWC
1550,1.0,0.0,Borja Fernandez,Montana St.,BSky
1551,1.0,0.0,Eric Beckett,Vermont,AE
1552,0.998,0.002,Anderson Kopp,UMKC,Sum
1553,1.0,0.0,Corey Nickerson,Lamar,Slnd
1554,1.0,0.0,Miles Gally,George Washington,A10
1555,1.0,0.0,Jameer Nelson Jr.,Delaware,CAA
1556,0.966,0.034,Jamison Battle,Minnesota,B10
1557,0.998,0.002,Chase Paar,Towson,CAA
1558,1.0,0.0,Harouna Sissoko,Illinois St.,MVC
1559,1.0,0.0,DaJuan Gordon,Missouri,SEC
1560,0.992,0.008,Preston Santos,Massachusetts,A10
1561,1.0,0.0,David Didenko,Tennessee Martin,OVC
1562,1.0,0.0,Colin Kenney,Furman,SC
1563,1.0,0.0,Marcus Foster,Furman,SC
1564,0.998,0.002,Zach Newkirk,Central Connecticut,NEC
1565,1.0,0.0,Stephane Ayangma,Central Connecticut,NEC
1566,0.998,0.002,Jonny Lawrence,Furman,SC
1567,0.918,0.082,Gaige Prim,Missouri St.,MVC
1568,0.964,0.036,Elijah Ford,Wagner,NEC
1569,1.0,0.0,Josh Earley,Tulsa,Amer
1570,0.992,0.008,Will Martinez,Wagner,NEC
1571,1.0,0.0,Cole Henry,Northern Iowa,MVC
1572,1.0,0.0,Antwan Kimmons,Northern Iowa,MVC
1573,1.0,0.0,Elias King,Middle Tennessee,CUSA
1574,1.0,0.0,Akok Akok,Connecticut,BE
1575,0.998,0.002,Richie Springs,Connecticut,BE
1576,1.0,0.0,Delor Johnson,Southern,SWAC
1577,1.0,0.0,Andrei Arion,Lehigh,Pat
1578,1.0,0.0,Luke Morrill,Valparaiso,MVC
1579,0.998,0.002,Jaden Bediako,Santa Clara,WCC
1580,0.998,0.002,James Hampshire,UNLV,MWC
1581,1.0,0.0,Alvin Stredic Jr,Arkansas Pine Bluff,SWAC
1582,0.966,0.034,Keion Brooks Jr.,Kentucky,SEC
1583,1.0,0.0,Jalen Jackson,Texas A&M Corpus Chris,Slnd
1584,0.804,0.196,Armando Bacot,North Carolina,ACC
1585,1.0,0.0,Max Agbonkpolo,USC,P12
1586,0.96,0.04,Emanuel Miller,TCU,B12
1587,0.986,0.014,Quenton Jackson,Texas A&M,SEC
1588,1.0,0.0,Jonathan Aku,Stephen F. Austin,WAC
1589,0.992,0.008,Andre Gordon,Texas A&M,SEC
1590,0.998,0.002,Drew Lutz,Incarnate Word,Slnd
1591,1.0,0.0,Messiah Thompson,Campbell,BSth
1592,0.912,0.088,Brandon Stone,Robert Morris,Horz
1593,0.986,0.014,Lance Jones,Southern Illinois,MVC
1594,0.998,0.002,Amin Adamu,Montana St.,BSky
1595,1.0,0.0,Josh Thomas,Milwaukee,Horz
1596,1.0,0.0,Oton Jankovic,Tulane,Amer
1597,0.982,0.018,Mahamadou Diawara,Stetson,ASun
1598,1.0,0.0,Anyang Garang,UMBC,AE
1599,0.996,0.004,De'Vion Harmon,Oregon,P12
1600,1.0,0.0,Victor Iwuakor,UNLV,MWC
1601,1.0,0.0,Jalen Hill,Oklahoma,B12
1602,1.0,0.0,Gabe Arizin,Richmond,A10
1603,1.0,0.0,Wyatt Hollmann,Stetson,ASun
1604,1.0,0.0,Ellis Jefferson,Lamar,Slnd
1605,0.964,0.036,Toumani Camara,Dayton,A10
1606,0.988,0.012,Sahvir Wheeler,Kentucky,SEC
1607,1.0,0.0,Bryan Smith,Samford,SC
1608,1.0,0.0,Tyrese Jenkins,Norfolk St.,MEAC
1609,0.958,0.042,Donovan Gregory,Appalachian St.,SB
1610,1.0,0.0,Doug Edert,Saint Peter's,MAAC
1611,1.0,0.0,Hassan Drame,Saint Peter's,MAAC
1612,1.0,0.0,Emmanuel Tshimanga,UC Irvine,BW
1613,1.0,0.0,Isaiah Lee,UC Irvine,BW
1614,1.0,0.0,Ofure Ujadughele,UC Irvine,BW
1615,0.998,0.002,Matt Johnson,Detroit,Horz
1616,1.0,0.0,Ja'Shonte Wright-McLeish,Maine,AE
1617,1.0,0.0,Cole Bajema,Washington,P12
1618,1.0,0.0,Ata Turgut,Maine,AE
1619,1.0,0.0,Taylor Schildroth,Maine,AE
1620,1.0,0.0,Trevin Knell,BYU,WCC
1621,1.0,0.0,Gage Bobe,Evansville,MVC
1622,0.994,0.006,Braelen Bridges,Georgia,SEC
1623,1.0,0.0,Jaylin Hunter,Old Dominion,CUSA
1624,0.992,0.008,Trenton Massner,Western Illinois,Sum
1625,1.0,0.0,Jovan Zelenbaba,Northwestern St.,Slnd
1626,1.0,0.0,Robert Chougkaz,Northwestern St.,Slnd
1627,1.0,0.0,Rob Banks,Cincinnati,Amer
1628,0.998,0.002,Mika Adams-Woods,Cincinnati,Amer
1629,1.0,0.0,Robby Robinson,New Orleans,Slnd
1630,1.0,0.0,Gabe Bansuelo,Nevada,MWC
1631,0.998,0.002,Kane Milling,UC Davis,BW
1632,0.994,0.006,Zane Meeks,San Francisco,WCC
1633,0.998,0.002,David Skogman,Buffalo,MAC
1634,1.0,0.0,"Michael Brown, Jr.",Ohio,MAC
1635,0.996,0.004,Ben Roderick,Ohio,MAC
1636,0.998,0.002,Lunden McDay,Ohio,MAC
1637,1.0,0.0,Jaxon Brenchley,Utah,P12
1638,0.996,0.004,Eli Ballstaedt,Utah,P12
1639,1.0,0.0,Kobe Langley,UNC Greensboro,SC
1640,1.0,0.0,Eli Lawrence,Middle Tennessee,CUSA
1641,1.0,0.0,Josh Kunen,San Francisco,WCC
1642,0.998,0.002,Shamar Wright,SIU Edwardsville,OVC
1643,1.0,0.0,Mickey Pearson Jr.,Ball St.,MAC
1644,1.0,0.0,Yuri Collins,Saint Louis,A10
1645,0.994,0.006,Samuell Williamson,Louisville,ACC
1646,1.0,0.0,Hidde Roessink,UMKC,Sum
1647,1.0,0.0,Hogan Orbaugh,Louisville,ACC
1648,0.996,0.004,Gibson Jimerson,Saint Louis,A10
1649,0.982,0.018,Terrence Hargrove Jr.,Saint Louis,A10
1650,1.0,0.0,Quinn Slazinski,Iona,MAAC
1651,1.0,0.0,Phoenix Ford,UTSA,CUSA
1652,0.95,0.05,Seth Pinkney,FIU,CUSA
1653,1.0,0.0,Nathan Brusseau,Nebraska Omaha,Sum
1654,0.998,0.002,Kendall Lewis,Illinois St.,MVC
1655,0.974,0.026,La'Mel Robinson,Nebraska Omaha,Sum
1656,0.996,0.004,Justin Webster,UNLV,MWC
1657,1.0,0.0,Darrius Hughes,Nebraska Omaha,Sum
1658,0.986,0.014,Mysta Goodloe,USC Upstate,BSth
1659,1.0,0.0,J.C. Tharrington,UNC Greensboro,SC
1660,0.994,0.006,Immanuel Allen,Abilene Christian,Slnd
1661,0.986,0.014,Marlon Ruffin,Portland St.,BSky
1662,0.968,0.032,Jalyn McCreary,South Florida,Amer
1663,1.0,0.0,Jatayveous Watson,USC Upstate,BSth
1664,0.986,0.014,Wildens Leveque,South Carolina,SEC
1665,0.96,0.04,Jaime Jaquez Jr.,UCLA,P12
1666,1.0,0.0,Gregory Hammond,UMass Lowell,AE
1667,1.0,0.0,De'Sean Allen-Eikens,New Orleans,Slnd
1668,1.0,0.0,Goran Miladinovic,Marshall,CUSA
1669,1.0,0.0,Devin Collins,Marshall,CUSA
1670,0.99,0.01,Taz Sherman,West Virginia,B12
1671,1.0,0.0,Zach Iyeyemi,Houston Baptist,Slnd
1672,1.0,0.0,Brady Danielson,North Dakota,Sum
1673,1.0,0.0,Hunter Janacek,Houston Baptist,Slnd
1674,0.99,0.01,Mackenzie McFatten,Georgia Southern,SB
1675,1.0,0.0,Malachi Rhodes,Bucknell,Pat
1676,0.998,0.002,Quinton Morton-Robertson,Fort Wayne,Horz
1677,0.998,0.002,Ciaran Brayboy,Harvard,Ivy
1678,1.0,0.0,Xander Rice,Bucknell,Pat
1679,0.91,0.09,James Bishop,George Washington,A10
1680,1.0,0.0,Edward Oliver-Hampton,South Carolina St.,MEAC
1681,0.984,0.016,Chris Shelton,Youngstown St.,Horz
1682,0.998,0.002,Daniel Banister,Hampton,BSth
1683,1.0,0.0,Jehloni James,Georgia Tech,ACC
1684,1.0,0.0,Niko Broadway,Georgia Tech,ACC
1685,1.0,0.0,Grant Yates,Virginia Tech,ACC
1686,1.0,0.0,Chayce Smith,Pittsburgh,ACC
1687,0.998,0.002,Okay Djamgouz,Drake,MVC
1688,0.998,0.002,Isaiah Cozart,Western Kentucky,CUSA
1689,1.0,0.0,Chandler Turner,Bowling Green,MAC
1690,0.998,0.002,Roti Ware,Stephen F. Austin,Slnd
1691,0.998,0.002,Trey Diggs,Bowling Green,MAC
1692,1.0,0.0,Isaac Elsasser,Bowling Green,MAC
1693,1.0,0.0,Rahmir Moore,Saint Joseph's,A10
1694,0.998,0.002,Ryan Langborg,Princeton,Ivy
1695,0.996,0.004,Jawaun Daniels,Prairie View A&M,SWAC
1696,0.99,0.01,Brady Spence,The Citadel,SC
1697,1.0,0.0,Mike Green,South Carolina,SEC
1698,0.992,0.008,Trae Hannibal,Murray St.,OVC
1699,0.998,0.002,Robert Jones,Iowa St.,B12
1700,1.0,0.0,Jordan King,East Tennessee St.,SC
1701,0.998,0.002,Rob Higgins,St. Francis NY,NEC
1702,1.0,0.0,Trey Quartlebaum,St. Francis NY,NEC
1703,0.998,0.002,Kanon Koster,South Dakota,Sum
1704,1.0,0.0,Chris Freeman,Jackson St.,SWAC
1705,1.0,0.0,David Appelgren,Wofford,SC
1706,1.0,0.0,Tre Edwards,UMBC,AE
1707,1.0,0.0,Ali Ali,Akron,MAC
1708,1.0,0.0,Jermaine Hamlin,Eastern Illinois,OVC
1709,1.0,0.0,Greg Tribble,Akron,MAC
1710,1.0,0.0,Jamaal Walker,Chattanooga,SC
1711,1.0,0.0,Chol Marial,Oregon St.,P12
1712,0.986,0.014,Hakim Hart,Maryland,B10
1713,1.0,0.0,Luke Smith,Belmont,OVC
1714,1.0,0.0,Trey Hutcheson,Albany,AE
1715,1.0,0.0,John Ojiako,Virginia Tech,ACC
1716,1.0,0.0,Alex Ducas,Saint Mary's,WCC
1717,0.996,0.004,Kyle Bowen,Saint Mary's,WCC
1718,1.0,0.0,Nahiem Alleyne,Virginia Tech,ACC
1719,0.996,0.004,Jalen Cone,Northern Arizona,BSky
1720,0.99,0.01,Hunter Cattoor,Virginia Tech,ACC
1721,0.998,0.002,Keaston Willis,Louisiana Tech,CUSA
1722,0.99,0.01,Demond Robinson,Kennesaw St.,ASun
1723,1.0,0.0,Grant van Beveren,Wake Forest,ACC
1724,0.998,0.002,Ismael Massoud,Kansas St.,B12
1725,1.0,0.0,Donovan Ivory,Green Bay,Horz
1726,0.994,0.006,Ody Oguama,Cincinnati,Amer
1727,1.0,0.0,Courtney Brown Jr.,St. Thomas,Sum
1728,0.992,0.008,Tre' Williams,Oregon St.,P12
1729,1.0,0.0,Tasos Kamateros,South Dakota,Sum
1730,1.0,0.0,Nathaniel Stokes,Coppin St.,MEAC
1731,1.0,0.0,Charles Pride,Bryant,NEC
1732,1.0,0.0,Michael Green III,Robert Morris,Horz
1733,0.954,0.046,Jake LaRavia,Wake Forest,ACC
1734,0.998,0.002,Seikou Sisoho Jawara,Weber St.,BSky
1735,0.996,0.004,Armaan Franklin,Virginia,ACC
1736,0.998,0.002,Bryson Etienne,Texas Southern,SWAC
1737,1.0,0.0,Eric Lovett,FIU,CUSA
1738,1.0,0.0,Blake Henry,Colgate,Pat
1739,1.0,0.0,Jamon Battle,UNC Asheville,BSth
1740,1.0,0.0,Ryan Moffatt,Colgate,Pat
1741,1.0,0.0,Trent Stephney,UNC Asheville,BSth
1742,1.0,0.0,Timmy Kiggins,Bryant,NEC
1743,0.998,0.002,Tahj Small,Tarleton St.,WAC
1744,1.0,0.0,Yahuza Rasas,Texas Southern,SWAC
1745,1.0,0.0,Jiovanni Miles,Green Bay,Horz
1746,1.0,0.0,Cameron Billups,High Point,BSth
1747,1.0,0.0,Ryan Ayers,High Point,BSth
1748,1.0,0.0,Elijah Morgan,Notre Dame,ACC
1749,1.0,0.0,Jarred Hyder,California,P12
1750,0.998,0.002,Evan Taylor,Lehigh,Pat
1751,0.998,0.002,Ezra Manjon,UC Davis,BW
1752,1.0,0.0,Reed Myers,Rice,CUSA
1753,0.826,0.174,Max Fiedler,Rice,CUSA
1754,1.0,0.0,Ade Adebayo,UC Davis,BW
1755,1.0,0.0,Zach Crisler,Fairfield,MAAC
1756,0.998,0.002,Braden Bell,Marist,MAAC
1757,0.996,0.004,DeShawn Thomas,Coastal Carolina,SB
1758,1.0,0.0,Anthony Holland,Fresno St.,MWC
1759,1.0,0.0,Brandton Chatfield,Seattle,WAC
1760,0.992,0.008,Jacob Toppin,Kentucky,SEC
1761,1.0,0.0,Jake Betlow,Lehigh,Pat
1762,0.994,0.006,Darrious Agnew,Alcorn St.,SWAC
1763,1.0,0.0,Reed Fenton,Lehigh,Pat
1764,1.0,0.0,Ryan Rapp,Washington St.,P12
1765,1.0,0.0,Noah Williams,Washington St.,P12
1766,0.97,0.03,Tylan Pope,Tulane,Amer
1767,1.0,0.0,Nobal Days,Tulane,Amer
1768,1.0,0.0,Alex Hemenway,Clemson,ACC
1769,0.994,0.006,Jamir Chaplin,South Florida,Amer
1770,0.998,0.002,B.J. Mack,Wofford,SC
1771,1.0,0.0,Chase Hunter,Clemson,ACC
1772,0.992,0.008,Al-Amir Dawes,Clemson,ACC
1773,0.998,0.002,DJ Harvey,Detroit,Horz
1774,1.0,0.0,Tyler Saint-Furcy,Marist,MAAC
1775,0.648,0.352,Kofi Cockburn,Illinois,B10
1776,0.99,0.01,Devante Carter,Nicholls St.,Slnd
1777,1.0,0.0,Ken Evans,Jackson St.,SWAC
1778,0.998,0.002,Yoro Sidibe,Norfolk St.,MEAC
1779,1.0,0.0,Jonas James,Jackson St.,SWAC
1780,0.994,0.006,Rocket Watts,Mississippi St.,SEC
1781,0.996,0.004,Malik Hall,Michigan St.,B10
1782,1.0,0.0,Tyrell Jones,South Alabama,SB
1783,1.0,0.0,Javon Franklin,South Alabama,SB
1784,0.978,0.022,Allen Flanigan,Auburn,SEC
1785,0.946,0.054,Jaylin Williams,Auburn,SEC
1786,0.992,0.008,Julius Marble II,Michigan St.,B10
1787,1.0,0.0,Steven Izzo,Michigan St.,B10
1788,0.992,0.008,Khalif Battle,Temple,Amer
1789,1.0,0.0,Damion Baugh,TCU,B12
1790,1.0,0.0,Ellis Magnuson,Eastern Washington,BSky
1791,0.994,0.006,Dereon Seabron,North Carolina St.,ACC
1792,0.998,0.002,Boogie Ellis,USC,P12
1793,0.992,0.008,Titus Wright,Western Michigan,MAC
1794,1.0,0.0,Chase Graham,North Carolina St.,ACC
1795,0.996,0.004,Amari Davis,Missouri,SEC
1796,1.0,0.0,EJ Jarvis,Yale,Ivy
1797,0.998,0.002,Josh Corbin,Winthrop,BSth
1798,1.0,0.0,Dante Wilcox,FIU,CUSA
1799,1.0,0.0,August Mahoney,Yale,Ivy
1800,1.0,0.0,Spencer Jones,Stanford,P12
1801,0.992,0.008,Chase Claxton,Winthrop,BSth
1802,1.0,0.0,Neal Begovich,Stanford,P12
1803,1.0,0.0,James Keefe,Stanford,P12
1804,1.0,0.0,Jack Mullally,Fairfield,MAAC
1805,0.998,0.002,Christian Ings,Norfolk St.,MEAC
1806,0.98,0.02,Oumar Ballo,Arizona,P12
1807,1.0,0.0,Tyreke Locure,UAB,CUSA
1808,1.0,0.0,Lazar Zivanovic,Loyola Marymount,WCC
1809,0.992,0.008,Josiah Allick,UMKC,Sum
1810,1.0,0.0,Sam Martin,UMKC,Sum
1811,0.996,0.004,Shykeim Phillips,UNC Wilmington,CAA
1812,0.988,0.012,Keli Leaupepe,Loyola Marymount,WCC
1813,1.0,0.0,Pavel Zakharov,Cal Baptist,WAC
1814,0.986,0.014,Anton Watson,Gonzaga,WCC
1815,1.0,0.0,Darion Spottsville,Eastern Michigan,MAC
1816,1.0,0.0,Jason Gibson,Towson,CAA
1817,0.984,0.016,Charles Thompson,Towson,CAA
1818,1.0,0.0,Sammy Itodo,Gardner Webb,BSth
1819,0.954,0.046,Keeshawn Barthelemy,Colorado,P12
1820,0.994,0.006,Ben Wight,William & Mary,CAA
1821,0.976,0.024,N'Faly Dante,Oregon,P12
1822,1.0,0.0,Trey Calvin,Wright St.,Horz
1823,0.988,0.012,Demarkus Lampley,Sam Houston St.,Slnd
1824,0.994,0.006,Bryan Antoine,Villanova,BE
1825,1.0,0.0,Luke Bumbalough,Ball St.,MAC
1826,1.0,0.0,Jay Heath,Arizona St.,P12
1827,0.992,0.008,Julian Rishwain,San Francisco,WCC
1828,0.998,0.002,CJ Felder,Florida,SEC
1829,1.0,0.0,Tre Jackson,Iowa St.,B12
1830,0.998,0.002,KK Curry,Tennessee Martin,OVC
1831,0.23,0.77,Drew Timme,Gonzaga,WCC
1832,1.0,0.0,RJ Rhoden,Long Beach St.,BW
1833,1.0,0.0,Martynas Arlauskas,Gonzaga,WCC
1834,1.0,0.0,Jacob Johnson,UMKC,Sum
1835,1.0,0.0,Adam Sizemore,South Alabama,SB
1836,1.0,0.0,Craig Beaudion,Cleveland St.,Horz
1837,0.998,0.002,Anthony Walker,Miami FL,ACC
1838,1.0,0.0,Justin Patterson,Towson,CAA
1839,0.996,0.004,Keishawn Davidson,Tennessee Tech,OVC
1840,1.0,0.0,Anthony Selden,Gardner Webb,BSth
1841,0.982,0.018,Tom Welch,Loyola Chicago,MVC
1842,1.0,0.0,Ja'Monta Black,Missouri St.,MVC
1843,0.988,0.012,Marquise Kennedy,Loyola Chicago,MVC
1844,0.996,0.004,Abdoul Karim Coulibaly,St. Bonaventure,A10
1845,1.0,0.0,Gerald Drumgoole Jr.,Albany,AE
1846,0.998,0.002,Coreyoun Rushin,Chicago St.,WAC
1847,0.986,0.014,Jacco Fritz,Canisius,MAAC
1848,1.0,0.0,Jovan Stulic,Little Rock,SB
1849,1.0,0.0,Ryan Wade,Central Michigan,MAC
1850,1.0,0.0,Kobe Brown,Missouri,SEC
1851,0.996,0.004,Armon Harried,Canisius,MAAC
1852,1.0,0.0,Jaden Frazier,Chattanooga,SC
1853,1.0,0.0,Ashton Smith,Chattanooga,SC
1854,0.994,0.006,Tyler Wahl,Wisconsin,B10
1855,1.0,0.0,Dontavius King,North Carolina Central,MEAC
1856,1.0,0.0,Blaze Nield,Utah Valley,WAC
1857,1.0,0.0,Nate Lliteras,Longwood,BSth
1858,1.0,0.0,Josh Watts,Brown,Ivy
1859,0.998,0.002,KyKy Tandy,Xavier,BE
1860,0.99,0.01,Xavier Mayo,NJIT,ASun
1861,0.988,0.012,Jason Murphy,NJIT,AE
1862,1.0,0.0,Luke Ruggery,St. Francis PA,NEC
1863,1.0,0.0,Ben Seidel,St. Francis PA,NEC
1864,0.994,0.006,Josh Cohen,St. Francis PA,NEC
1865,1.0,0.0,Brad McCabe,St. Francis PA,NEC
1866,0.998,0.002,Dieonte Miles,Xavier,BE
1867,0.998,0.002,Rienk Mast,Bradley,MVC
1868,0.998,0.002,Thomas Binelli,Eastern Michigan,MAC
1869,1.0,0.0,Ville Tahvanainen,Bradley,MVC
1870,1.0,0.0,Benjamin Bosmans-Verdonk,Illinois,B10
1871,0.982,0.018,Alondes Williams,Wake Forest,ACC
1872,0.996,0.004,Noel Coleman,Hawaii,BW
1873,1.0,0.0,Corbin Merritt,Austin Peay,OVC
1874,1.0,0.0,Rick Issanza,Oklahoma,B12
1875,1.0,0.0,Blake Seacat,Oklahoma,B12
1876,0.988,0.012,James Jean-Marie,Portland St.,BSky
1877,0.99,0.01,Malik Porter,Idaho St.,BSky
1878,1.0,0.0,Hunter Woods,Elon,CAA
1879,1.0,0.0,Daniel Rodriguez,Fairleigh Dickinson,NEC
1880,0.992,0.008,Tarik Cool,Idaho St.,BSky
1881,1.0,0.0,Zac Ervin,Elon,CAA
1882,1.0,0.0,Devon Dunn,Fairleigh Dickinson,NEC
1883,1.0,0.0,Brandon Rush,Fairleigh Dickinson,NEC
1884,0.998,0.002,Dylan van Eyck,Iona,MAAC
1885,1.0,0.0,Jackson Gammons,The Citadel,SC
1886,1.0,0.0,Caleb Fields,Arkansas St.,SB
1887,0.988,0.012,Stephen Clark,The Citadel,SC
1888,1.0,0.0,Trey Anderson,San Jose St.,MWC
1889,1.0,0.0,Cobe Williams,Louisiana Tech,CUSA
1890,0.994,0.006,Isaiah Crawford,Louisiana Tech,CUSA
1891,1.0,0.0,Colton Cashaw,Iona,MAAC
