,id,Nodraft,Yesdraft,Player,Team,Conference,Games Played,Minutes Percentage,Offensive Rating,True Shooting Percentage,Assist Percentage,Turnover Percentage,Block Percentage,Free Throw Percentage,Points Over Replacement Per Adjusted Game,Adjusted Offensive Efficiency
1164,1164,0.98,0.02,Gerrale Gates,Holy Cross,Pat,14,71.3,102.1,52.21,12.2,15.8,2.2,0.743,2.818,110.193
1165,1165,0.998,0.002,Ty Perry,Buffalo,MAC,11,37.1,91.8,49.48,12.6,12.4,0.0,0.8,0.776687,97.0929
1166,1166,0.998,0.002,Chris Austin,Portland,WCC,14,88.2,96.8,53.84,6.3,12.8,0.9,0.811,1.22022,95.2215
1167,1167,0.996,0.004,Jalen Cobb,Fordham,A10,14,87.7,72.3,37.0,27.2,21.6,1.4,0.65,-1.42989,73.5063
1168,1168,1.0,0.0,Sincere Carry,Kent St.,MAC,5,21.0,84.1,45.99,27.0,29.0,0.0,0.522,0.169133,86.8697
1169,1169,0.98,0.02,Tobias Cameron,Abilene Christian,Slnd,24,23.2,128.0,63.45,26.0,18.0,2.1,0.818,0.975665,114.342
1170,1170,0.996,0.004,Khalid Moore,Georgia Tech,ACC,25,56.1,94.5,47.44,5.8,15.3,2.3,0.634,0.270582,88.6028
1171,1171,0.998,0.002,Alex Caldwell,North Carolina Central,MEAC,6,11.8,78.0,40.97,3.6,16.1,3.6,1.0,-0.174085,80.4007
1172,1172,1.0,0.0,Michael Anekwe,Lafayette,Pat,4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.224261,-0.915493
1173,1173,1.0,0.0,Derek Ballard Jr.,Eastern Michigan,MAC,13,24.7,119.3,55.68,2.6,6.5,0.8,0.714,0.725944,103.632
1174,1174,1.0,0.0,Zion Young,Oakland,Horz,30,46.2,98.0,49.72,5.3,13.5,0.4,0.83,0.717362,96.4403
1175,1175,0.984,0.016,Jordan Brown,Louisiana Lafayette,SB,26,48.5,111.2,57.53,6.5,13.2,5.1,0.598,2.35372,120.237
1176,1176,1.0,0.0,Matt Harshany,Cornell,Ivy,6,0.7,37.9,0.0,24.0,33.5,0.0,0.0,-0.177848,41.4099
1177,1177,1.0,0.0,Kobe Dickson,Cornell,Ivy,22,34.9,98.6,54.92,6.4,20.8,4.1,0.368,0.432194,93.2135
1178,1178,0.98,0.02,AJ Edu,Toledo,MAC,2,3.9,66.9,14.29,3.1,13.5,9.1,0.0,-2.60664,53.2901
1179,1179,0.992,0.008,Jaylan Gainey,Brown,Ivy,24,46.1,123.0,69.19,3.7,19.1,12.2,0.71,1.72137,110.196
1180,1180,1.0,0.0,David Mitchell,Brown,Ivy,26,50.7,114.8,57.78,6.9,20.9,2.3,0.741,0.833897,97.1972
1181,1181,1.0,0.0,Cameron Ba,UC Davis,BW,13,48.5,102.6,49.2,2.3,7.9,1.0,0.615,0.117032,86.5943
1182,1182,1.0,0.0,Davis Franks,Brown,Ivy,11,2.5,73.1,21.11,23.3,24.4,0.0,0.0,-0.0579673,78.2734
1183,1183,0.98,0.02,Ike Nweke,Columbia,Ivy,27,51.8,106.6,56.11,6.5,14.7,2.0,0.808,1.92514,110.279
1184,1184,1.0,0.0,Maka Ellis,Columbia,Ivy,6,14.0,72.3,36.77,5.9,14.4,0.7,0.5,-1.41341,70.439
1185,1185,0.944,0.056,Adam Flagler,Baylor,B12,28,53.4,130.2,61.5,9.9,11.5,0.2,0.872,3.58479,130.443
1186,1186,1.0,0.0,Matt Mims,South Dakota St.,Sum,18,34.3,124.0,61.14,10.3,12.5,0.0,0.75,1.10075,104.163
1187,1187,1.0,0.0,Daxton Carr,Idaho St.,BSky,19,54.0,83.5,41.38,5.8,19.4,2.3,0.6,-0.804859,74.5226
1188,1188,0.966,0.034,Jayden Saddler,Southern,SWAC,16,58.1,112.8,62.95,43.4,23.4,0.5,0.578,2.3693,109.912
1189,1189,1.0,0.0,Patrick Emilien,St. Francis NY,NEC,15,36.8,94.8,52.17,13.1,21.6,3.6,0.6,0.314193,89.8754
1190,1190,1.0,0.0,Adrian Martin,Western Michigan,MAC,19,37.4,79.6,42.11,5.2,18.0,0.0,0.846,-0.67277,72.9355
1191,1191,1.0,0.0,Garrett Pascoe,Boston University,Pat,15,26.5,77.3,49.0,11.6,37.5,0.6,0.929,-0.746027,68.3715
1192,1192,0.994,0.006,Alex Arians,South Dakota St.,Sum,22,79.8,116.0,65.94,12.8,20.4,0.9,0.877,2.45076,107.39
1193,1193,1.0,0.0,Elijah Hardy,Cal St. Northridge,BW,16,38.6,82.1,42.05,16.4,20.7,0.4,0.75,0.137276,87.534
1194,1194,0.998,0.002,Darian Scott,Missouri St.,MVC,10,4.1,116.4,50.85,17.7,20.8,2.9,0.5,0.149138,97.1945
1195,1195,0.996,0.004,Riley Sorn,Washington,P12,24,22.5,131.7,73.05,6.2,17.3,8.4,0.714,1.46108,128.441
1196,1196,1.0,0.0,Dalvin White,USC Upstate,BSth,22,70.1,101.6,55.47,22.4,20.1,0.2,0.619,1.24923,98.0924
1197,1197,0.998,0.002,Ebrima Dibba,Coastal Carolina,SB,22,84.7,94.8,49.32,27.7,31.1,0.5,0.765,0.17143,86.7136
1198,1198,1.0,0.0,Deacon Heath,UNC Asheville,BSth,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.954141,-0.671927
1199,1199,0.966,0.034,Kur Kuath,Marquette,BE,27,42.5,110.5,53.78,7.3,13.2,9.2,0.55,1.45837,109.998
1200,1200,1.0,0.0,Lat Mayen,Nebraska,B10,26,64.4,93.8,54.18,4.9,19.6,2.4,0.808,0.956258,95.9534
1201,1201,0.998,0.002,Jaxson Baker,Central Arkansas,Slnd,22,50.5,90.2,47.99,12.3,22.0,1.5,0.857,0.0775288,86.3128
1202,1202,0.992,0.008,Neftali Alvarez,Mercer,SC,24,68.7,97.7,53.04,23.6,22.8,1.3,0.798,2.09769,105.6
1203,1203,1.0,0.0,Derek Sabin,Belmont,OVC,29,21.4,87.8,53.78,4.8,29.2,1.3,0.595,-0.134074,80.7364
1204,1204,1.0,0.0,Franklin Agunanne,SMU,Amer,22,11.4,102.3,60.64,0.0,18.7,0.9,0.545,0.359607,101.466
1205,1205,0.976,0.024,Adam Kunkel,Xavier,BE,16,35.3,98.8,49.88,15.8,13.4,1.0,0.889,1.2553,104.7
1206,1206,1.0,0.0,Wanjang Tut,Nebraska Omaha,Sum,20,45.8,84.9,50.39,2.8,23.4,2.5,0.743,0.228912,88.1365
1207,1207,0.998,0.002,Dzmitry Ryuny,San Francisco,WCC,25,67.4,110.9,56.92,5.6,12.3,3.2,0.679,2.12983,108.022
1208,1208,0.9,0.1,Kevin Obanor,Texas Tech,B12,26,82.1,116.4,62.62,6.4,14.9,1.9,0.873,4.49491,124.698
1209,1209,0.994,0.006,Riley Battin,Utah,P12,25,54.3,113.4,54.14,11.7,9.4,0.4,0.893,2.064,112.663
1210,1210,0.998,0.002,Finn Sullivan,Vermont,AE,14,67.6,97.5,51.53,18.6,18.9,1.6,0.8,0.813054,93.9197
1211,1211,0.964,0.036,Manny Bates,North Carolina St.,ACC,24,65.2,120.8,65.2,4.7,16.2,10.7,0.686,3.02759,117.392
1212,1212,0.998,0.002,Tevian Jones,Southern Utah,BSky,19,75.4,103.6,55.66,7.5,16.9,0.2,0.873,2.50581,109.191
1213,1213,0.998,0.002,Lahat Thioune,Utah,P12,20,11.0,106.5,75.42,1.6,35.0,0.0,1.0,0.320478,101.897
1214,1214,0.896,0.104,Eric Ayala,Maryland,B10,29,81.2,110.0,58.11,14.1,12.8,0.5,0.831,4.48842,123.768
1215,1215,0.998,0.002,Jr. Clay,Tennessee Tech,OVC,24,76.0,102.7,54.96,24.8,17.8,0.5,0.723,2.8215,109.033
1216,1216,1.0,0.0,Sage Tolbert,Temple,Amer,1,1.3,55.1,0.0,23.0,0.0,0.0,0.0,-0.985536,49.7538
1217,1217,0.992,0.008,Gabe McGlothan,Grand Canyon,WAC,21,42.3,118.8,62.5,5.5,16.8,1.7,0.675,1.67482,113.807
1218,1218,1.0,0.0,Monty Johal,Tennessee St.,OVC,22,43.8,87.9,43.84,14.3,16.5,1.5,0.625,-0.210085,81.8017
1219,1219,0.996,0.004,Matt Dentlinger,South Dakota St.,Sum,22,63.5,118.6,63.78,9.5,16.0,3.9,0.656,2.53905,114.053
1220,1220,1.0,0.0,Savion Lewis,Quinnipiac,MAAC,21,60.6,81.3,46.84,29.9,28.1,0.2,0.571,-0.124859,83.8367
1221,1221,1.0,0.0,Matt Balanc,Quinnipiac,MAAC,18,27.4,89.0,48.21,2.7,16.2,1.2,0.688,-0.116823,82.7308
1222,1222,0.996,0.004,CJ Fredrick,Kentucky,SEC,27,53.5,127.8,60.36,12.3,6.9,0.6,0.676,3.00722,120.552
1223,1223,1.0,0.0,Tyree Pickron,LIU Brooklyn,NEC,13,15.3,58.6,27.6,4.4,10.1,1.5,0.0,-1.16517,53.0867
1224,1224,1.0,0.0,Tyrese Williams,Quinnipiac,MAAC,19,47.6,73.2,41.16,11.1,22.5,0.9,0.793,-0.83639,74.2932
1225,1225,0.998,0.002,R.J. Eytle-Rock,Utah St.,MWC,20,75.0,104.6,59.1,18.9,21.4,0.2,0.792,2.57595,110.001
1226,1226,0.996,0.004,Jose Placer,North Florida,ASun,21,80.6,108.0,58.9,23.3,19.7,0.4,0.81,2.85662,110.792
1227,1227,1.0,0.0,Rip Economou,Seattle,WAC,17,24.8,79.3,38.58,1.0,11.6,0.0,0.571,-0.48745,72.5945
1228,1228,0.978,0.022,Stephane Ingo,Maine,AE,9,74.4,94.5,48.78,12.8,14.1,10.4,0.533,1.08251,95.7321
1229,1229,0.998,0.002,Hunter Thompson,Wyoming,MWC,24,55.6,116.4,58.15,6.9,9.6,2.2,0.75,1.64707,105.737
1230,1230,1.0,0.0,Frankie Policelli,Stony Brook,AE,20,62.0,102.3,53.83,8.8,17.5,1.1,0.845,1.46553,100.749
1231,1231,0.98,0.02,Reggie Chaney,Houston,Amer,31,34.9,128.8,67.84,5.6,17.2,6.4,0.727,1.9714,125.93
1232,1232,0.998,0.002,Dwayne Cohill,Youngstown St.,Horz,30,31.6,97.5,59.3,8.1,29.6,1.1,0.783,0.124162,88.0856
1233,1233,0.99,0.01,Dylan Swingle,Bowling Green,MAC,23,26.7,114.4,54.5,3.4,9.1,2.0,0.75,0.833239,105.933
1234,1234,1.0,0.0,Nygal Russell,Southeast Missouri St.,OVC,27,46.1,84.1,43.77,10.6,24.1,0.7,0.571,-0.547171,76.7093
1235,1235,1.0,0.0,Elochukwu Eze,SIU Edwardsville,OVC,8,2.4,27.3,0.0,0.0,50.7,0.0,0.0,-0.640068,23.7699
1236,1236,0.994,0.006,Cam Williams,SIU Edwardsville,OVC,9,21.5,97.0,56.43,16.6,23.2,0.0,0.857,0.842217,95.4159
1237,1237,1.0,0.0,Keonte Kennedy,UTEP,CUSA,20,76.1,82.3,42.28,7.7,20.2,0.3,0.607,-0.340134,82.1878
1238,1238,1.0,0.0,Grayson Carter,Texas Southern,SWAC,20,23.4,94.2,49.28,4.4,18.1,1.9,1.0,0.0157748,85.6793
1239,1239,0.978,0.022,Kevin Samuel,Florida Gulf Coast,ASun,26,63.0,109.5,58.36,6.5,16.2,7.0,0.385,2.41321,112.868
1240,1240,0.974,0.026,Isaih Moore,Southern Miss,CUSA,25,39.3,120.6,62.09,9.3,12.5,4.2,0.765,2.63969,129.926
1241,1241,0.998,0.002,Zach Nutall,SMU,Amer,24,76.9,96.5,53.56,10.9,19.3,1.2,0.72,2.30936,106.899
1242,1242,1.0,0.0,Jalen Jefferson,Mount St. Mary's,NEC,12,6.7,107.0,69.62,0.0,30.0,0.0,0.75,0.0560643,88.4155
1243,1243,0.962,0.038,Ron Harper Jr.,Rutgers,B10,27,76.7,109.1,53.85,9.9,9.3,2.3,0.736,3.79256,119.609
1244,1244,1.0,0.0,Caleb Broodo,Houston,Amer,3,0.4,138.8,51.28,0.0,0.0,0.0,1.0,0.332273,142.709
1245,1245,1.0,0.0,Eddy Kayouloud,Central Arkansas,Slnd,23,71.0,106.3,58.11,16.0,20.4,0.6,0.759,1.85243,104.059
1246,1246,1.0,0.0,Garrison Wade,Dartmouth,Ivy,26,20.1,77.0,41.12,5.2,18.9,0.0,0.5,-0.471431,69.6305
1247,1247,0.998,0.002,Dean Noll,Cornell,Ivy,25,41.9,94.3,50.45,15.8,19.8,1.4,0.788,0.712607,97.6024
1248,1248,1.0,0.0,Max Samberg,Cornell,Ivy,9,2.2,81.3,51.28,7.6,45.4,0.0,1.0,-0.115063,71.7758
1249,1249,1.0,0.0,JC Butler,UC Irvine,BW,25,41.1,95.7,51.22,8.7,20.9,0.0,0.679,0.295818,90.4427
1250,1250,1.0,0.0,Wes Slajchert,Dartmouth,Ivy,28,42.7,81.7,45.44,10.3,25.5,0.0,0.533,-0.95064,69.2843
1251,1251,1.0,0.0,Assane Diouf,Austin Peay,OVC,5,1.2,0.0,0.0,0.0,42.6,0.0,0.0,-0.661025,-1.33389
1252,1252,0.97,0.03,Ogheneyole Akuwovo,Binghamton,AE,12,20.1,106.1,66.1,0.0,25.6,2.2,0.389,0.728192,102.625
1253,1253,1.0,0.0,Tae Hardy,Southern Miss,CUSA,21,68.0,93.6,51.57,17.2,19.4,0.8,0.754,1.17629,96.6407
1254,1254,0.998,0.002,David Singleton,UCLA,P12,32,41.3,124.8,63.35,6.6,10.7,0.0,0.692,1.83729,117.32
1255,1255,1.0,0.0,Nate Springs,Kennesaw St.,ASun,16,18.0,74.2,44.06,5.7,28.6,1.4,0.5,-0.493185,70.1958
1256,1256,0.998,0.002,Michael Feinberg,Yale,Ivy,9,1.7,145.4,86.96,0.0,15.5,0.0,0.75,0.420417,139.862
1257,1257,0.966,0.034,Buddy Boeheim,Syracuse,ACC,25,80.4,111.8,55.75,14.9,11.3,0.1,0.849,4.59869,122.049
1258,1258,0.998,0.002,Both Gach,Utah,P12,29,56.1,95.2,51.38,17.1,22.3,0.3,0.808,0.969312,97.7074
1259,1259,0.938,0.062,Tevin Brown,Murray St.,OVC,24,91.0,113.1,55.36,21.0,12.6,2.2,0.729,3.31497,111.505
1260,1260,0.996,0.004,Qon Murphy,New Hampshire,AE,16,49.0,95.0,47.93,13.0,13.3,0.7,0.643,0.857165,96.4761
1261,1261,0.994,0.006,Dwight Murray Jr.,Rider,MAAC,23,92.5,105.6,56.51,24.3,18.9,0.0,0.859,3.24301,110.504
1262,1262,1.0,0.0,Joseph Lanzi,College of Charleston,CAA,18,24.6,76.6,46.65,10.8,28.5,0.0,0.846,-0.707836,72.9341
1263,1263,1.0,0.0,Taelyr Gatlin,Denver,Sum,20,61.0,96.1,55.22,12.1,23.4,1.0,0.714,-0.175691,83.1803
1264,1264,0.996,0.004,Jase Townsend,San Diego,WCC,19,76.2,104.2,55.63,17.4,14.6,0.0,0.883,3.03992,112.588
1265,1265,1.0,0.0,David Nzekwesi,Weber St.,BSky,7,4.6,88.9,42.14,0.0,12.7,2.9,0.667,0.0609555,88.5791
1266,1266,1.0,0.0,Jarred Godfrey,Fort Wayne,Horz,23,81.7,106.3,58.23,22.8,21.3,0.9,0.809,2.72081,109.256
1267,1267,0.964,0.036,Cody Riley,UCLA,P12,31,54.6,102.5,56.72,11.8,21.1,3.6,0.663,2.41455,116.174
1268,1268,1.0,0.0,Samba Kane,Milwaukee,Horz,23,22.2,104.5,61.31,0.9,23.0,6.5,0.5,0.446188,98.5776
1269,1269,1.0,0.0,Jordan Campbell,Fresno St.,MWC,21,33.6,97.5,49.07,9.8,16.3,2.0,0.581,0.579076,97.1256
1270,1270,0.998,0.002,Carlos Jurgens,Oral Roberts,Sum,26,63.2,102.1,52.06,9.7,16.0,2.0,0.75,0.548887,91.5171
1271,1271,1.0,0.0,Jaxon Knotek,American,Pat,18,18.9,95.7,50.5,4.2,16.4,1.1,0.727,0.411313,95.6636
1272,1272,1.0,0.0,Shakur Daniel,Tarleton St.,WAC,15,84.0,90.2,47.97,13.5,19.7,0.6,0.778,-0.41331,81.7108
1273,1273,1.0,0.0,Daivon Stephens,Jacksonville,ASun,8,7.5,68.6,36.07,2.7,25.2,1.8,0.5,-0.566668,65.7567
1274,1274,0.998,0.002,Sam Griesel,North Dakota St.,Sum,27,84.3,99.5,49.2,18.2,16.9,0.9,0.695,1.6575,99.4161
1275,1275,1.0,0.0,Gerald Liddell,Alabama St.,SWAC,7,7.3,74.2,44.51,6.6,32.3,1.3,0.167,-0.538268,71.6827
1276,1276,0.996,0.004,Courtney Ramey,Texas,B12,26,79.5,104.0,52.2,22.2,20.1,0.5,0.831,3.10485,112.382
1277,1277,1.0,0.0,Jarius Cook,North Dakota St.,Sum,26,66.6,101.5,51.46,6.7,14.4,0.6,0.843,1.03545,96.0382
1278,1278,1.0,0.0,Kaleb Hunter,UNC Greensboro,SC,28,65.4,103.2,50.05,4.9,13.5,0.8,0.74,1.07536,96.3167
1279,1279,0.994,0.006,Alex Rivera,LIU Brooklyn,NEC,18,71.0,107.4,53.55,11.2,15.5,1.2,0.733,0.874371,94.1318
1280,1280,1.0,0.0,Allin Blunt,UMass Lowell,AE,23,72.7,84.2,42.43,6.9,18.8,0.5,0.667,-0.86277,76.7077
1281,1281,1.0,0.0,Bryce Daley,UMass Lowell,AE,23,74.3,99.4,49.04,22.5,22.6,0.6,0.65,0.816071,93.1638
1282,1282,1.0,0.0,Alex Christie,Stony Brook,AE,5,1.0,121.0,50.0,0.0,0.0,0.0,0.0,0.109553,102.795
1283,1283,0.994,0.006,Samuel Sessoms,Penn St.,B10,24,49.2,93.0,47.44,23.4,20.8,0.5,0.714,1.52932,106.76
1284,1284,0.972,0.028,Dontarius James,Howard,MEAC,20,69.3,99.3,57.47,9.2,20.5,2.3,0.833,2.31248,107.135
1285,1285,0.994,0.006,Desi Sills,Arkansas St.,SB,32,51.5,106.5,53.04,12.8,15.4,1.0,0.676,1.53043,106.659
1286,1286,1.0,0.0,Keyshawn Embery-Simpson,Tulsa,Amer,21,60.4,86.6,46.86,7.1,17.8,0.2,0.621,0.195315,87.5872
1287,1287,0.984,0.016,Luka Brajkovic,Davidson,A10,21,66.5,114.8,59.63,13.9,16.5,4.3,0.623,3.44505,122.574
1288,1288,0.998,0.002,Ethan Henderson,Texas A&M,SEC,18,8.6,127.3,66.04,2.9,16.1,11.5,0.25,0.54318,110.871
1289,1289,0.924,0.076,Antoine Davis,Detroit,Horz,22,95.6,110.5,56.59,26.7,15.6,0.0,0.917,4.96942,122.709
1290,1290,1.0,0.0,Chuck Hannah,Elon,CAA,18,43.5,111.0,51.18,8.0,13.8,2.5,0.7,0.571102,94.7206
1291,1291,1.0,0.0,Angus McWilliam,UC Riverside,BW,20,29.3,83.3,43.11,5.2,25.7,0.8,0.722,-0.459856,74.9738
1292,1292,0.998,0.002,Devonaire Doutrive,Boise St.,MWC,18,38.4,109.1,58.19,8.8,15.0,0.3,0.707,1.86871,108.663
1293,1293,0.97,0.03,Jemarl Baker Jr.,Fresno St.,MWC,12,33.5,110.5,53.18,12.1,10.6,1.3,0.833,2.64653,111.798
1294,1294,0.988,0.012,Adam Thistlewood,Colorado St.,MWC,27,74.0,115.4,60.22,4.9,11.0,2.6,0.86,2.17655,106.452
1295,1295,1.0,0.0,Riley Abercrombie,Rice,CUSA,25,61.0,96.6,54.69,5.0,19.4,0.7,0.68,0.522195,91.4233
1296,1296,0.994,0.006,Taeshon Cherry,Grand Canyon,WAC,7,11.1,107.6,48.21,3.2,0.0,2.9,0.0,0.659578,97.1358
1297,1297,1.0,0.0,Kendle Moore,Colorado St.,MWC,26,71.8,102.3,58.77,9.5,20.8,0.3,0.913,1.64145,101.126
1298,1298,0.966,0.034,Cameron Shelton,Loyola Marymount,WCC,22,88.6,97.8,50.82,30.3,16.8,0.0,0.717,3.50559,113.766
1299,1299,0.998,0.002,Keith Haymon,Northern Arizona,BSky,22,56.6,80.8,43.05,1.3,14.0,0.3,0.929,-0.642818,77.0748
1300,1300,1.0,0.0,Tre'Shon Smoots,Northern Colorado,BSky,16,49.9,104.3,53.66,20.7,18.8,0.0,0.7,1.08443,98.4477
1301,1301,0.982,0.018,Jared Rhoden,Seton Hall,BE,27,85.2,109.0,54.45,11.6,13.6,1.2,0.833,3.91125,118.328
1302,1302,0.984,0.016,Anthony Nelson,Manhattan,MAAC,20,76.7,88.8,48.37,23.2,23.6,0.7,0.758,1.01535,94.7898
1303,1303,0.992,0.008,Nigel Hawkins,Stephen F. Austin,Slnd,18,52.7,103.8,53.52,12.1,20.5,0.3,0.657,0.587559,93.2822
1304,1304,1.0,0.0,Daniel Sackey,New Orleans,Slnd,23,56.7,82.9,39.66,26.8,21.3,0.0,0.737,-0.296214,81.9201
1305,1305,1.0,0.0,Vante Hendrix,Cal St. Northridge,BW,8,22.7,95.9,52.16,10.0,19.5,1.2,0.692,0.638074,92.9176
1306,1306,0.974,0.026,Matthew Mayer,Baylor,B12,30,38.4,111.6,57.51,11.1,17.6,1.9,0.592,2.0789,124.237
1307,1307,0.996,0.004,Malachi Smith,Chattanooga,SC,23,85.1,103.7,56.4,20.0,19.3,0.5,0.819,3.06841,110.176
1308,1308,0.988,0.012,Grant Basile,Wright St.,Horz,24,67.4,124.6,66.86,12.0,16.0,5.6,0.663,3.53838,123.103
1309,1309,1.0,0.0,Babatunde Sowunmi,Oakland,Horz,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.928737,-3.96009
1310,1310,0.998,0.002,Skyelar Potter,Morehead St.,OVC,28,74.3,107.2,60.42,7.8,21.9,0.4,0.803,2.06553,104.607
1311,1311,0.99,0.01,Bodie Hume,Northern Colorado,BSky,19,81.7,99.5,55.12,7.1,17.4,3.2,0.524,2.14792,104.197
1312,1312,1.0,0.0,Nelson Boachie-Yiadom,Davidson,A10,21,34.0,87.9,51.77,15.7,37.3,4.8,0.417,-0.145994,82.1589
1313,1313,0.992,0.008,Josh Roberts,Manhattan,MAAC,25,24.2,136.6,65.96,5.6,11.3,7.6,0.778,1.4351,124.662
1314,1314,1.0,0.0,Matthue Cotton,Yale,Ivy,28,46.8,103.3,52.4,8.9,10.8,0.6,0.594,1.193,103.703
1315,1315,0.996,0.004,Eze Dike,Yale,Ivy,18,7.8,71.6,41.89,16.9,31.4,0.0,0.545,-0.14156,76.8987
1316,1316,1.0,0.0,Griffin Ryan,Penn,Ivy,4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.400026,-6.88404
1317,1317,1.0,0.0,Alex Imegwu,Penn,Ivy,4,0.6,281.7,150.0,32.9,0.0,0.0,0.0,0.715949,222.891
1318,1318,1.0,0.0,Aguek Arop,San Diego St.,MWC,20,25.6,99.6,50.17,9.0,19.4,1.5,0.484,0.845755,102.9
1319,1319,0.996,0.004,Tyree Eady,North Dakota St.,Sum,26,81.4,110.7,60.43,14.1,20.6,0.5,0.75,2.39401,105.668
1320,1320,0.998,0.002,Austin Ash,Iowa,B10,9,1.7,110.3,50.0,20.9,0.0,0.0,0.0,0.3174,124.457
1321,1321,0.994,0.006,Mack Anderson,Montana,BSky,20,26.8,120.5,67.65,2.7,17.7,6.7,0.724,1.27232,115.02
1322,1322,0.996,0.004,Jalen Gabbidon,Yale,Ivy,28,60.5,100.8,53.45,9.4,19.8,1.3,0.725,0.622591,92.753
1323,1323,0.998,0.002,Kenny Strawbridge,Alabama St.,SWAC,18,75.0,91.2,45.64,10.6,16.9,1.1,0.718,0.325471,88.3823
1324,1324,0.964,0.036,Evan Battey,Colorado,P12,32,64.1,111.5,58.15,7.3,17.7,1.2,0.825,3.08264,119.882
1325,1325,1.0,0.0,Brandon Swaby,Incarnate Word,Slnd,18,70.1,102.4,60.71,8.7,23.3,0.0,0.69,0.575657,90.8656
1326,1326,1.0,0.0,DJ Peavy,Austin Peay,OVC,25,29.3,81.0,47.17,15.7,34.5,0.0,0.484,-0.374607,76.0467
1327,1327,0.998,0.002,Andrew Taylor,Marshall,CUSA,22,81.9,115.3,60.8,20.6,18.1,0.7,0.75,3.10107,112.528
1328,1328,0.954,0.046,Fardaws Aimaq,Utah Valley,WAC,20,75.8,94.3,51.63,10.0,23.4,5.8,0.622,1.74289,101.827
1329,1329,1.0,0.0,Noah Buono,Duquesne,A10,1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.689327,-14.0709
1330,1330,0.996,0.004,Keshaun Saunders,Toledo,MAC,30,45.5,111.5,57.53,12.2,16.4,0.0,0.736,1.43656,107.996
1331,1331,1.0,0.0,Deng Gak,Miami FL,ACC,25,32.2,91.7,47.1,2.7,19.3,4.6,0.429,-0.138986,82.3723
1332,1332,1.0,0.0,Ivan Alipiev,Loyola Marymount,WCC,22,66.9,100.1,53.27,10.2,22.1,1.6,0.722,1.00423,96.0717
1333,1333,0.986,0.014,Dameane Douglas,Loyola Marymount,WCC,12,47.2,97.1,59.19,8.1,25.8,2.3,0.587,1.94066,101.479
1334,1334,1.0,0.0,Javian Davis,Mississippi St.,SEC,29,25.3,82.2,43.47,8.1,27.2,1.7,0.395,-0.0257917,84.609
1335,1335,1.0,0.0,Tai Strickland,Temple,Amer,7,11.3,63.9,30.2,2.8,13.5,0.0,0.615,-0.725993,64.9149
1336,1336,1.0,0.0,Joe Hedstrom,Valparaiso,MVC,9,1.2,103.3,40.4,0.0,0.0,0.0,0.5,0.103327,103.122
1337,1337,0.994,0.006,Alexis Yetna,Seton Hall,BE,15,50.2,110.6,54.06,6.9,14.4,2.9,0.733,2.35463,109.462
1338,1338,1.0,0.0,Davion Buster,Lamar,Slnd,23,69.0,102.3,53.6,9.8,13.6,0.0,0.955,1.82816,100.96
1339,1339,0.968,0.032,Timmy Allen,Texas,B12,25,86.9,101.5,53.64,23.5,17.9,0.8,0.769,4.06834,118.973
1340,1340,0.996,0.004,Noah Kirkwood,Harvard,Ivy,26,67.0,98.0,54.64,16.2,22.2,1.0,0.614,1.68874,102.222
1341,1341,0.998,0.002,J'Raan Brooks,UC San Diego,BW,14,13.2,97.7,59.43,4.4,22.6,0.7,0.538,0.430527,97.9346
1342,1342,1.0,0.0,Tamell Pearson,Western Illinois,Sum,21,69.9,88.8,49.47,9.0,24.3,3.2,0.676,0.297242,88.3203
1343,1343,1.0,0.0,Jake Lanford,Yale,Ivy,7,1.5,117.9,90.91,10.2,35.9,0.0,0.833,0.226134,112.175
1344,1344,1.0,0.0,Ricky Clemons,Campbell,BSth,24,75.1,114.6,60.9,11.3,14.8,0.6,0.602,1.48779,98.9709
1345,1345,0.998,0.002,Matt Johnson II,Northern Colorado,BSky,19,87.2,112.9,61.62,17.6,19.1,0.3,0.953,2.90395,109.252
1346,1346,1.0,0.0,Leo Gallagher,Binghamton,AE,4,1.4,23.0,0.0,0.0,46.0,0.0,0.0,-0.572306,19.2839
1347,1347,1.0,0.0,Clayton Henry,New Mexico St.,WAC,16,69.7,98.3,44.27,10.4,16.0,0.2,0.737,0.698339,92.049
1348,1348,1.0,0.0,Cyrus Johnson,Sam Houston St.,Slnd,4,2.5,69.6,33.33,7.2,28.0,4.5,0.0,-0.435747,64.3265
1349,1349,1.0,0.0,Jayden Nixon,Virginia,ACC,3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.42756,-7.1564
1350,1350,1.0,0.0,Ian Burke,Portland St.,BSky,18,56.3,110.7,49.79,11.2,11.0,0.0,0.769,0.731321,94.6184
1351,1351,0.998,0.002,Myron Gordon,Bowling Green,MAC,9,35.1,107.0,55.6,13.9,13.4,0.0,0.75,2.95701,116.688
1352,1352,0.998,0.002,Khyre Thompson,UNC Greensboro,SC,30,33.7,117.4,48.71,3.4,4.0,1.2,0.857,0.969521,105.987
1353,1353,0.996,0.004,Parker Fox,Clemson,ACC,3,0.5,99.7,102.56,0.0,40.4,0.0,0.5,0.169576,114.577
