,id,Nodraft,Yesdraft,Player,Team,Conference,Games Played,Minutes Percentage,Offensive Rating,True Shooting Percentage,Assist Percentage,Turnover Percentage,Block Percentage,Free Throw Percentage,Points Over Replacement Per Adjusted Game,Adjusted Offensive Efficiency
3050,3050,1.0,0.0,Tyson Acuff,Duquesne,A10,18,34.2,92.5,47.64,12.8,20.1,1.0,1.0,0.20293,89.5349
3051,3051,1.0,0.0,Dezmond McKinney,North Dakota St.,Sum,27,34.6,81.3,43.23,15.2,26.2,0.9,0.778,-0.300391,78.994
3052,3052,1.0,0.0,Kaden Metheny,Bowling Green,MAC,25,71.2,100.1,48.52,11.7,13.9,0.2,0.743,1.10245,96.4131
3053,3053,1.0,0.0,Zion Bethea,Hofstra,CAA,3,1.0,0.0,0.0,0.0,32.7,0.0,0.0,-0.88768,-0.0160594
3054,3054,1.0,0.0,Shawndarius Cowart,Grambling St.,SWAC,3,3.4,65.5,40.4,21.1,45.8,0.0,1.0,-0.813105,62.5792
3055,3055,1.0,0.0,David Green,Louisiana Tech,CUSA,18,21.2,78.4,41.79,2.8,19.3,0.0,0.625,-0.33591,76.3039
3056,3056,1.0,0.0,Cam Young,Bowling Green,MAC,25,25.3,97.8,46.46,7.2,20.2,3.0,0.55,0.204351,91.0643
3057,3057,1.0,0.0,Courtney Carter,SIU Edwardsville,OVC,25,75.1,87.0,49.75,23.8,30.0,0.6,0.659,-0.241354,82.9404
3058,3058,1.0,0.0,Reggie Raynor,UNC Greensboro,SC,1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.642246,-7.28691
3059,3059,1.0,0.0,Frank Jakubicek,Belmont,OVC,19,11.2,99.4,48.26,9.0,12.2,1.6,0.75,0.268723,96.5617
3060,3060,0.998,0.002,Brandyn Talbot,UT Arlington,SB,9,4.6,23.6,9.13,4.0,7.4,0.0,0.0,-1.03959,22.5501
3061,3061,0.996,0.004,Abdou Tsimbila,Fordham,A10,16,7.2,94.3,41.62,5.3,17.9,14.5,0.333,0.207721,98.5812
3062,3062,0.978,0.022,Joey Madimba,Tarleton St.,WAC,7,2.7,120.7,78.65,26.3,22.9,19.5,1.0,0.423743,138.682
3063,3063,1.0,0.0,B.J. Greenlee,Florida Atlantic,CUSA,19,77.0,97.1,52.11,17.5,24.4,0.4,0.686,0.916534,93.8322
3064,3064,1.0,0.0,Leo Colimerio,Fresno St.,MWC,17,20.2,87.0,50.48,10.9,33.2,0.7,0.375,-0.343087,75.7966
3065,3065,1.0,0.0,Jamarcus Jones,Jackson St.,SWAC,3,4.1,104.8,49.26,7.0,0.0,0.0,0.455,1.00135,112.31
3066,3066,1.0,0.0,Destin Whitaker,Fresno St.,MWC,12,7.9,87.3,42.22,2.9,12.5,0.0,1.0,-0.105843,79.9723
3067,3067,0.992,0.008,Braxton Meah,Fresno St.,MWC,21,21.7,114.5,62.17,1.2,16.1,4.4,0.5,0.721514,108.133
3068,3068,1.0,0.0,Kyle Harding,Fresno St.,MWC,22,24.5,64.8,39.8,15.5,36.9,1.1,0.111,-0.664706,65.7248
3069,3069,0.984,0.016,Jamal Shead,Houston,Amer,25,17.9,93.9,47.38,23.4,26.7,2.8,0.75,0.402732,98.3257
3070,3070,1.0,0.0,CJ Huntley,Appalachian St.,SB,19,19.0,102.8,44.76,7.4,12.8,4.1,0.875,0.25992,92.6982
3071,3071,0.986,0.014,Tramon Mark,Houston,Amer,31,49.9,102.4,45.89,15.0,15.1,0.8,0.759,1.69888,109.775
3072,3072,0.994,0.006,Michael Ofoegbu,San Jose St.,MWC,5,7.6,87.7,47.34,7.5,13.8,0.0,0.533,0.220691,90.7385
3073,3073,0.98,0.02,Max Murrell,Stanford,P12,21,15.1,105.0,63.83,4.6,25.3,4.8,1.0,0.453234,102.173
3074,3074,1.0,0.0,Sasha Glushkov,Appalachian St.,SB,10,3.6,61.6,18.75,0.0,12.9,3.1,0.0,-0.403818,53.017
3075,3075,0.998,0.002,Michael O'Connell,Stanford,P12,25,60.5,104.9,56.3,20.2,21.9,0.5,0.787,1.59771,102.885
3076,3076,1.0,0.0,Daniel Foster,Nevada,MWC,11,25.7,87.5,55.04,10.0,31.6,1.0,0.5,-0.372645,80.6593
3077,3077,1.0,0.0,Ryan Elvin,Houston,Amer,7,0.8,159.3,75.0,0.0,0.0,0.0,0.0,0.340437,153.932
3078,3078,1.0,0.0,Eddie Lampkin Jr.,TCU,B12,10,3.3,80.6,38.22,5.5,20.6,3.1,0.333,-0.0581545,80.265
3079,3079,1.0,0.0,Austin Cook,Idaho St.,BSky,5,1.3,0.0,0.0,0.0,74.9,0.0,0.0,-0.594611,-0.422984
3080,3080,1.0,0.0,Robert Ford III,Idaho St.,BSky,19,78.8,94.5,50.64,22.4,24.7,0.7,0.742,1.17805,96.0223
3081,3081,1.0,0.0,Jordan Ivy-Curry,UTSA,CUSA,22,51.1,108.8,51.74,10.6,10.7,0.7,0.676,1.6434,108.41
3082,3082,0.964,0.036,Davion Bradford,Kansas St.,B12,28,52.9,105.2,61.98,2.5,20.9,2.5,0.589,1.6926,108.326
3083,3083,0.998,0.002,Caleb Dorsey,Penn St.,B10,5,1.1,98.2,75.0,0.0,39.0,0.0,0.0,0.210072,112.774
3084,3084,1.0,0.0,Gethro Muscadin,New Mexico,MWC,11,2.3,77.8,40.4,0.0,28.9,8.2,0.0,-0.163231,65.8733
3085,3085,1.0,0.0,Jalen Terry,DePaul,BE,20,20.8,103.8,52.41,15.5,20.4,1.0,0.8,0.617555,100.532
3086,3086,1.0,0.0,James Hand V,LIU Brooklyn,NEC,3,0.1,0.0,0.0,0.0,100.0,0.0,0.0,-0.0986125,0.0
3087,3087,1.0,0.0,Gabe Reichle,Oregon,P12,4,0.9,114.6,60.61,0.0,0.0,0.0,0.0,0.131231,100.383
3088,3088,0.996,0.004,Joe Hampton,Long Beach St.,BW,18,53.1,90.9,51.21,8.8,20.3,3.9,0.653,0.880316,97.1981
3089,3089,0.99,0.01,Jadon Jones,Long Beach St.,BW,18,60.3,122.8,66.59,4.8,12.9,2.5,0.8,2.01689,109.365
3090,3090,1.0,0.0,Josh O'Garro,San Jose St.,MWC,2,0.4,0.0,0.0,0.0,100.0,0.0,0.0,-0.597349,-0.817591
3091,3091,1.0,0.0,Jermaine Marshall,Samford,SC,15,12.1,99.7,45.28,8.1,15.0,1.0,0.789,0.283419,97.3487
3092,3092,0.978,0.022,Justin Johnson,UT Rio Grande Valley,WAC,21,42.9,96.4,49.11,13.4,14.6,2.6,0.706,0.55124,93.7089
3093,3093,1.0,0.0,Ed Eubanks,Lipscomb,ASun,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.321005,-7.25288
3094,3094,1.0,0.0,Myles Foster,Monmouth,MAAC,19,14.5,93.7,53.06,10.0,20.4,2.9,0.563,0.316776,100.245
3095,3095,1.0,0.0,Deanthony Tipler,Coastal Carolina,SB,16,47.9,103.5,53.2,11.1,17.9,0.0,0.879,1.62981,103.172
3096,3096,1.0,0.0,Jack Holmstrom,Monmouth,MAAC,14,9.4,78.8,44.03,8.5,29.8,0.0,0.5,-0.428119,62.2227
3097,3097,0.998,0.002,Gedi Juozapaitis,Georgia Southern,SB,17,46.9,106.0,54.03,14.0,17.5,0.8,0.944,1.23048,99.7888
3098,3098,1.0,0.0,Lance Ware,Kentucky,SEC,21,24.3,81.4,45.73,4.4,31.3,4.6,0.556,-0.262292,78.6996
3099,3099,1.0,0.0,Dom Martinelli,St. Thomas,Sum,3,0.5,258.2,105.26,32.5,0.0,0.0,1.0,0.802069,223.942
3100,3100,1.0,0.0,Rastislav Sipkovsky,Central Michigan,MAC,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.400776,-7.14212
3101,3101,0.996,0.004,Ty Berry,Northwestern,B10,21,32.0,101.5,53.13,11.4,10.8,1.2,0.652,0.93157,104.174
3102,3102,1.0,0.0,Cam'Ron Fletcher,Florida St.,ACC,9,5.8,99.6,53.76,10.4,20.5,0.0,0.0,0.247936,96.1551
3103,3103,1.0,0.0,AJ Gray,Hartford,AE,6,0.6,0.0,0.0,0.0,40.5,0.0,0.0,-0.30079,-1.42734
3104,3104,0.998,0.002,Chris Greene,Cleveland St.,Horz,23,15.1,105.6,56.55,5.4,15.7,0.0,0.692,0.622985,110.654
3105,3105,1.0,0.0,Kentrell Garnett,Louisiana Lafayette,SB,22,17.5,122.4,56.8,9.1,9.1,0.0,1.0,0.498522,104.059
3106,3106,1.0,0.0,Judah Brown,Saint Mary's,WCC,21,19.1,82.9,39.7,2.1,10.7,2.2,1.0,-0.143458,80.5116
3107,3107,0.998,0.002,Nate Heise,Northern Iowa,MVC,23,76.0,90.9,48.93,6.7,19.2,2.4,0.769,-0.0628157,84.6605
3108,3108,1.0,0.0,Jarren Cook,Sam Houston St.,Slnd,23,32.6,94.4,49.7,7.2,16.9,1.0,0.667,0.231516,90.1585
3109,3109,1.0,0.0,Justin Hill,Longwood,BSth,26,61.8,98.1,51.53,25.7,20.4,0.2,0.74,1.5829,102.395
3110,3110,1.0,0.0,Chaunce Jenkins,Wichita St.,Amer,3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.323188,-7.88207
3111,3111,1.0,0.0,Keith Dinwiddie Jr.,San Diego St.,MWC,6,2.6,130.0,60.0,33.9,0.0,0.0,0.0,1.06812,151.216
3112,3112,1.0,0.0,Alex Peterson,Kennesaw St.,ASun,21,66.5,92.7,52.98,4.0,21.8,1.7,0.473,0.169049,87.0859
3113,3113,1.0,0.0,Demetrius Rives,Kennesaw St.,ASun,3,0.6,131.4,51.55,35.7,0.0,0.0,0.833,0.237629,126.344
3114,3114,1.0,0.0,Brandon Stroud,Kennesaw St.,ASun,21,58.2,82.7,43.97,11.5,24.1,0.4,0.686,-0.554658,78.3913
3115,3115,1.0,0.0,Gage Gomez,UC Santa Barbara,BW,6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.320551,-7.12199
3116,3116,1.0,0.0,Joshua Walker,Radford,BSth,3,0.5,204.4,101.69,0.0,0.0,0.0,1.0,0.539546,178.549
3117,3117,1.0,0.0,John Hugley,Pittsburgh,ACC,7,11.8,86.7,42.11,5.9,18.9,1.1,0.6,0.245574,90.0192
3118,3118,1.0,0.0,Elton Walker,Austin Peay,OVC,24,39.8,84.8,50.72,8.3,34.8,0.9,0.56,-0.480391,76.9045
3119,3119,0.996,0.004,Noah Collier,Pittsburgh,ACC,12,11.8,86.7,38.3,6.3,20.9,2.3,0.5,-0.411816,71.562
3120,3120,0.994,0.006,Femi Odukale,Pittsburgh,ACC,22,50.9,95.0,50.46,21.2,21.6,1.3,0.493,0.961164,98.8581
3121,3121,1.0,0.0,JaDun Michael,Elon,CAA,11,17.9,43.9,20.41,1.4,19.0,1.0,0.5,-1.84866,39.827
